일자,MKF대형,MKF소형,MKF순수가치,MKF순수성장
2018-03-19,"5,272.28","2,887.95","19,076.12","2,527.96"
2018-03-20,"5,300.99","2,911.92","19,040.61","2,535.66"
2018-03-21,"5,295.24","2,896.84","19,052.77","2,533.20"
2018-03-22,"5,324.99","2,864.74","19,133.41","2,529.17"
2018-03-23,"5,146.25","2,735.47","18,579.59","2,426.83"
2018-03-26,"5,183.94","2,796.55","18,679.68","2,464.33"
2018-03-27,"5,205.22","2,822.57","18,958.28","2,474.31"
2018-03-28,"5,129.65","2,801.74","18,781.98","2,446.75"
2018-03-29,"5,162.11","2,834.27","18,761.76","2,470.54"
2018-03-30,"5,167.92","2,857.61","18,771.20","2,498.10"
2018-04-02,"5,155.83","2,846.07","18,711.37","2,501.43"
2018-04-03,"5,141.26","2,867.96","18,672.61","2,515.22"
2018-04-04,"5,065.57","2,828.32","18,541.76","2,475.49"
2018-04-05,"5,141.94","2,852.82","18,599.45","2,499.07"
2018-04-06,"5,117.48","2,872.45","18,590.15","2,481.76"
2018-04-09,"5,144.92","2,899.56","18,555.89","2,493.23"
2018-04-10,"5,152.78","2,903.97","18,633.52","2,495.87"
2018-04-11,"5,132.15","2,924.35","18,594.33","2,494.68"
2018-04-12,"5,141.15","2,905.74","18,604.67","2,496.44"
2018-04-13,"5,168.48","2,932.08","18,567.69","2,511.61"
2018-04-16,"5,172.74","2,952.10","18,541.16","2,515.15"
2018-04-17,"5,162.43","2,953.16","18,569.89","2,513.65"
2018-04-18,"5,230.33","2,941.91","18,850.70","2,526.19"
2018-04-19,"5,252.60","2,929.89","18,992.73","2,527.69"
2018-04-20,"5,212.41","2,949.64","19,066.44","2,514.71"
2018-04-23,"5,216.24","2,927.51","19,240.67","2,487.55"
2018-04-24,"5,178.54","2,918.58","19,327.40","2,479.78"
2018-04-25,"5,150.23","2,897.00","19,200.07","2,460.88"
2018-04-26,"5,217.21","2,916.46","19,133.40","2,488.48"
2018-04-27,"5,262.31","2,935.36","19,146.15","2,501.65"
2018-04-30,"5,300.14","2,919.73","19,686.06","2,491.97"
2018-05-02,"5,275.51","2,915.33","19,751.17","2,481.74"
2018-05-03,"5,247.43","2,889.03","19,599.32","2,463.47"
2018-05-04,"5,180.20","2,863.37","19,580.10","2,453.34"
2018-05-08,"5,169.62","2,780.05","19,358.27","2,430.57"
2018-05-09,"5,145.31","2,836.49","19,281.05","2,467.97"
2018-05-10,"5,189.14","2,839.40","19,439.63","2,474.25"
2018-05-11,"5,204.33","2,875.91","19,611.43","2,507.17"
2018-05-14,"5,181.41","2,865.48","19,988.92","2,495.61"
2018-05-15,"5,133.36","2,866.33","19,897.03","2,493.96"
2018-05-16,"5,160.35","2,841.58","19,710.43","2,489.25"
2018-05-17,"5,131.20","2,851.91","19,671.28","2,487.15"
2018-05-18,"5,147.20","2,902.45","19,766.17","2,509.07"
2018-05-21,"5,164.61","2,906.57","19,720.96","2,505.61"
2018-05-23,"5,202.89","2,887.12","19,503.16","2,513.84"
2018-05-24,"5,187.91","2,896.33","19,335.40","2,517.36"
2018-05-25,"5,208.97","2,878.43","18,937.40","2,498.53"
2018-05-28,"5,210.24","2,930.16","19,483.63","2,530.21"
2018-05-29,"5,163.09","2,888.18","19,275.87","2,523.93"
2018-05-30,"5,045.41","2,893.33","18,914.10","2,511.45"
2018-05-31,"5,072.69","2,921.75","18,929.63","2,521.54"
2018-06-01,"5,114.51","2,916.15","18,928.64","2,523.01"
2018-06-04,"5,143.94","2,898.50","19,140.58","2,519.13"
2018-06-05,"5,159.52","2,889.24","19,277.89","2,525.24"
2018-06-07,"5,193.05","2,921.94","19,461.11","2,549.52"
2018-06-08,"5,150.59","2,888.30","19,354.25","2,529.34"
2018-06-11,"5,182.41","2,906.86","19,681.20","2,540.88"
2018-06-12,"5,182.49","2,901.39","19,642.27","2,542.79"
2018-06-14,"5,089.72","2,856.01","19,158.60","2,502.10"
2018-06-15,"5,050.48","2,848.64","19,014.71","2,496.21"
2018-06-18,"4,999.51","2,760.35","18,943.07","2,432.37"
2018-06-19,"4,937.71","2,685.43","18,579.29","2,384.98"
2018-06-20,"4,986.13","2,748.53","18,646.84","2,438.17"
2018-06-21,"4,936.08","2,709.59","18,195.71","2,419.31"
2018-06-22,"4,981.39","2,717.54","18,316.29","2,442.45"
2018-06-25,"4,971.91","2,732.08","18,439.28","2,436.63"
2018-06-26,"4,961.32","2,719.97","18,374.31","2,407.29"
2018-06-27,"4,957.24","2,695.25","18,082.72","2,392.96"
2018-06-28,"4,891.27","2,653.79","17,884.65","2,370.41"
2018-06-29,"4,917.46","2,673.78","18,056.48","2,393.71"
2018-07-02,"4,810.25","2,585.48","17,570.59","2,336.50"
2018-07-03,"4,817.41","2,601.78","17,513.79","2,334.08"
2018-07-04,"4,793.99","2,617.53","17,458.58","2,327.27"
2018-07-05,"4,787.12","2,608.16","17,461.68","2,331.51"
2018-07-06,"4,807.44","2,657.62","17,866.83","2,367.27"
2018-07-09,"4,847.97","2,661.51","17,874.29","2,376.54"
2018-07-10,"4,862.01","2,678.81","17,891.07","2,382.76"
2018-07-11,"4,829.74","2,644.52","17,852.94","2,367.67"
2018-07-12,"4,829.54","2,680.71","17,746.57","2,386.40"
2018-07-13,"4,899.31","2,710.49","17,989.57","2,407.58"
2018-07-16,"4,883.09","2,696.17","17,912.90","2,393.75"
2018-07-17,"4,873.83","2,677.79","17,958.60","2,387.55"
2018-07-18,"4,871.59","2,644.76","17,747.35","2,372.22"
2018-07-19,"4,861.92","2,610.88","17,605.69","2,355.97"
2018-07-20,"4,876.81","2,598.10","17,691.68","2,349.26"
2018-07-23,"4,830.12","2,518.39","17,864.71","2,298.51"
2018-07-24,"4,840.70","2,548.82","17,931.34","2,330.08"
2018-07-25,"4,824.49","2,523.48","18,059.32","2,302.81"
2018-07-26,"4,861.39","2,574.30","18,044.30","2,334.58"
2018-07-27,"4,876.08","2,593.11","18,098.90","2,367.59"
2018-07-30,"4,867.62","2,577.73","18,235.58","2,356.16"
2018-07-31,"4,870.98","2,584.03","18,303.59","2,361.61"
2018-08-01,"4,893.16","2,626.24","18,366.57","2,385.53"
2018-08-02,"4,807.77","2,587.80","18,097.58","2,345.75"
2018-08-03,"4,839.64","2,611.35","18,258.75","2,372.74"
2018-08-06,"4,830.14","2,588.89","18,351.51","2,353.11"
2018-08-07,"4,865.09","2,598.11","18,217.15","2,364.42"
2018-08-08,"4,866.63","2,591.93","18,253.47","2,348.26"
2018-08-09,"4,874.18","2,596.00","18,196.14","2,351.50"
2018-08-10,"4,805.63","2,584.14","18,230.57","2,327.95"
2018-08-13,"4,743.65","2,504.80","17,942.88","2,282.42"
2018-08-14,"4,760.14","2,533.63","18,062.38","2,313.62"
2018-08-16,"4,713.86","2,537.95","18,070.50","2,301.59"
2018-08-17,"4,718.10","2,570.03","18,088.18","2,309.39"
2018-08-20,"4,715.63","2,568.27","18,187.73","2,319.30"
2018-08-21,"4,774.26","2,619.72","18,133.70","2,361.85"
2018-08-22,"4,794.60","2,597.94","18,011.96","2,352.82"
2018-08-23,"4,815.69","2,619.02","17,927.21","2,375.36"
2018-08-24,"4,835.88","2,640.12","18,000.24","2,383.58"
2018-08-27,"4,861.98","2,659.74","17,953.01","2,406.08"
2018-08-28,"4,863.45","2,658.31","18,154.13","2,407.01"
2018-08-29,"4,877.96","2,670.81","18,165.69","2,420.09"
2018-08-30,"4,878.01","2,666.82","18,027.36","2,411.15"
2018-08-31,"4,915.01","2,693.35","18,032.24","2,421.06"
2018-09-03,"4,870.93","2,683.54","17,917.34","2,422.47"
2018-09-04,"4,894.43","2,698.66","17,953.91","2,436.55"
2018-09-05,"4,827.83","2,681.36","17,897.66","2,420.57"
2018-09-06,"4,816.38","2,666.62","17,977.36","2,416.45"
2018-09-07,"4,788.19","2,666.90","18,118.33","2,408.66"
2018-09-10,"4,796.82","2,666.31","18,204.33","2,422.26"
2018-09-11,"4,774.85","2,688.42","18,197.03","2,423.47"
2018-09-12,"4,774.13","2,693.12","18,304.64","2,426.01"
2018-09-13,"4,778.25","2,699.92","18,448.70","2,433.17"
2018-09-14,"4,860.12","2,719.06","18,486.67","2,457.03"
2018-09-17,"4,828.59","2,689.89","18,402.04","2,443.06"
2018-09-18,"4,843.22","2,695.45","18,393.81","2,450.07"
2018-09-19,"4,855.05","2,676.69","18,260.17","2,439.87"
2018-09-20,"4,893.08","2,663.07","18,362.24","2,436.32"
2018-09-21,"4,920.39","2,681.74","18,545.48","2,440.72"
2018-09-27,"4,952.32","2,692.90","18,867.08","2,461.21"
2018-09-28,"4,919.00","2,682.93","18,956.77","2,447.24"
2018-10-01,"4,912.71","2,656.35","18,986.25","2,439.55"
2018-10-02,"4,850.06","2,600.64","18,883.57","2,413.71"
2018-10-04,"4,766.85","2,579.01","18,843.11","2,379.30"
2018-10-05,"4,761.75","2,541.38","18,831.91","2,364.95"
2018-10-08,"4,738.84","2,518.67","18,672.43","2,340.77"
2018-10-10,"4,712.35","2,460.03","18,455.95","2,306.34"
2018-10-11,"4,506.19","2,344.10","17,614.72","2,201.33"
2018-10-12,"4,578.48","2,394.87","17,706.04","2,263.16"
2018-10-15,"4,540.17","2,354.13","17,677.36","2,232.30"
2018-10-16,"4,533.42","2,384.60","17,668.24","2,244.63"
2018-10-17,"4,587.17","2,408.55","17,836.61","2,264.18"
2018-10-18,"4,541.53","2,385.89","17,698.73","2,239.56"
2018-10-19,"4,563.41","2,408.03","17,687.15","2,253.09"
2018-10-22,"4,578.91","2,418.24","17,855.56","2,256.75"
2018-10-23,"4,464.72","2,352.61","17,468.70","2,190.53"
2018-10-24,"4,442.02","2,314.46","17,565.75","2,163.40"
2018-10-25,"4,365.44","2,278.96","17,285.97","2,142.03"
2018-10-26,"4,304.90","2,214.38","17,012.59","2,100.71"
2018-10-29,"4,273.00","2,127.35","16,787.58","2,062.36"
2018-10-30,"4,306.46","2,163.48","16,531.09","2,095.64"
2018-10-31,"4,329.15","2,179.13","16,718.22","2,109.46"
2018-11-01,"4,312.80","2,191.24","16,604.12","2,093.60"
2018-11-02,"4,470.57","2,279.16","17,021.15","2,180.76"
2018-11-05,"4,429.58","2,262.62","16,779.99","2,170.14"
2018-11-06,"4,451.25","2,273.89","16,976.70","2,185.61"
2018-11-07,"4,439.37","2,231.50","16,897.09","2,157.59"
2018-11-08,"4,462.47","2,264.72","17,004.81","2,182.26"
2018-11-09,"4,446.84","2,252.91","17,030.65","2,170.96"
2018-11-12,"4,444.85","2,230.78","17,052.52","2,182.80"
2018-11-13,"4,411.04","2,229.65","17,038.18","2,166.89"
2018-11-14,"4,395.77","2,230.80","16,955.12","2,151.49"
2018-11-15,"4,440.81","2,261.20","17,037.64","2,191.34"
2018-11-16,"4,442.52","2,285.29","17,199.71","2,193.76"
2018-11-19,"4,451.59","2,309.81","17,232.06","2,212.81"
2018-11-20,"4,401.80","2,278.84","17,253.36","2,189.07"
2018-11-21,"4,378.83","2,297.63","17,281.15","2,189.52"
2018-11-22,"4,373.52","2,286.37","17,148.08","2,184.29"
2018-11-23,"4,349.39","2,257.58","17,055.68","2,164.29"
2018-11-26,"4,406.41","2,300.49","17,124.16","2,203.18"
2018-11-27,"4,447.98","2,314.30","17,276.24","2,210.69"
2018-11-28,"4,469.01","2,325.01","17,302.59","2,239.79"
2018-11-29,"4,480.48","2,310.68","17,349.37","2,231.13"
2018-11-30,"4,432.84","2,306.20","17,330.08","2,217.37"
2018-12-03,"4,514.35","2,347.90","17,497.95","2,246.13"
2018-12-04,"4,466.58","2,337.46","17,422.82","2,231.50"
2018-12-05,"4,436.67","2,306.24","17,428.82","2,219.35"
2018-12-06,"4,365.93","2,247.75","17,312.90","2,171.90"
2018-12-07,"4,386.00","2,254.00","17,271.20","2,180.49"
2018-12-10,"4,338.59","2,205.30","17,146.32","2,151.85"
2018-12-11,"4,325.39","2,200.52","17,120.92","2,145.80"
2018-12-12,"4,390.31","2,252.34","17,385.95","2,187.82"
2018-12-13,"4,402.42","2,271.34","17,545.14","2,209.48"
2018-12-14,"4,334.00","2,239.71","17,614.99","2,167.29"
2018-12-17,"4,346.43","2,230.29","17,657.00","2,166.03"
2018-12-18,"4,329.37","2,209.62","17,673.18","2,147.45"
2018-12-19,"4,368.76","2,242.43","17,805.73","2,163.98"
2018-12-20,"4,326.07","2,224.37","17,800.39","2,135.29"
2018-12-21,"4,331.60","2,229.71","17,812.21","2,154.56"
2018-12-24,"4,320.44","2,227.24","17,758.09","2,140.55"
2018-12-26,"4,272.99","2,202.60","17,453.82","2,109.97"
2018-12-27,"4,259.32","2,217.15","17,180.45","2,134.54"
2018-12-28,"4,280.98","2,234.96","17,211.49","2,139.16"
2019-01-02,"4,215.62","2,203.38","16,836.19","2,103.19"
2019-01-03,"4,174.53","2,158.03","16,812.90","2,061.88"
2019-01-04,"4,208.62","2,181.94","16,926.17","2,081.52"
2019-01-07,"4,268.49","2,213.29","17,037.80","2,106.63"
2019-01-08,"4,235.26","2,216.49","16,971.25","2,099.48"
2019-01-09,"4,332.49","2,254.96","17,285.57","2,148.64"
2019-01-10,"4,333.88","2,250.56","17,183.70","2,144.94"
2019-01-11,"4,358.88","2,259.79","17,204.56","2,152.28"
2019-01-14,"4,318.81","2,252.85","17,121.55","2,136.49"
2019-01-15,"4,403.88","2,276.39","17,467.81","2,164.37"
2019-01-16,"4,426.46","2,281.58","17,608.96","2,171.48"
2019-01-17,"4,437.96","2,261.20","17,715.10","2,154.21"
2019-01-18,"4,470.97","2,289.18","17,836.76","2,184.24"
2019-01-21,"4,471.54","2,284.38","17,769.24","2,205.06"
2019-01-22,"4,451.07","2,277.90","17,752.61","2,193.58"
2019-01-23,"4,464.89","2,295.38","17,919.75","2,205.60"
2019-01-24,"4,517.33","2,316.47","18,019.26","2,215.58"
2019-01-25,"4,600.57","2,341.01","18,015.86","2,257.92"
2019-01-28,"4,598.43","2,344.34","17,962.48","2,262.36"
2019-01-29,"4,625.22","2,338.62","17,939.52","2,269.75"
2019-01-30,"4,683.80","2,360.90","18,162.64","2,292.96"
2019-01-31,"4,671.23","2,374.08","18,287.00","2,275.75"
2019-02-01,"4,667.53","2,379.17","18,210.25","2,269.55"
2019-02-07,"4,665.48","2,394.87","18,244.70","2,289.92"
2019-02-08,"4,594.14","2,385.77","18,078.77","2,262.93"
2019-02-11,"4,606.52","2,397.46","18,027.58","2,269.12"
2019-02-12,"4,633.44","2,395.51","18,042.10","2,271.27"
