Code,Name,결산월,상장폐지일,상장폐지사유
A046810,코리언일랙트로닉스파워소스,12.0,20050430.0,경상손실 및 시가총액 50억원미달 2회연속(20050415)
A046840,자유투어,12.0,20130501.0,감사의견거절(감사범위 제한)
A046930,타임아이엔씨,8.0,20030704.0,피흡수합병((주)한섬)
A047060,덴소풍성,3.0,20040814.0,거래실적부진
A047370,에프아이투어,12.0,20090411.0,자본전액잠식
A047420,레이더스컴퍼니,3.0,20060713.0,감사의견 범위제한 의견거절
A047440,레이젠,12.0,20181011.0,감사의견거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성)
A047450,이앤텍,12.0,20101130.0,"기업의 계속성,경영의 투명성 등 고려하여 상장폐지 인정"
A047600,세계투어,12.0,20110909.0,자본잠식률 50% 이상으로 관리종목 지정 후 반기보고서 법정제출기한 익일부터 10일이내 반기검토(감사)보고서 미제출
A047610,월드텔레콤,12.0,20040408.0,감사의견거절
A047710,액티투오,12.0,20100721.0,"기업의 계속성, 경영의 투명성 등 고려하여 상장폐지 인정"
A047730,텔라움,12.0,20121117.0,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정
A047940,비엔디,12.0,20100129.0,당해 코스닥시장상장법인의 계속성 및 경영의 투명성 등을 종합적으로 고려한 결과 상장폐지기준에 해당한다고 결정
A048130,에스피코프,12.0,20100420.0,최종부도 발생
A048140,태광이엔시,12.0,20101125.0,"기업의 계속성, 경영의 투명성 등 고려하여 상장폐지 인"
A048150,모닷텔,12.0,20040429.0,최종부도
A048270,포넷,12.0,20090504.0,자본전액잠식
A048460,엑큐리스,12.0,20121116.0,피흡수합병
A048510,테스텍,12.0,20101110.0,"자본잠식률 100분의 50이상, 반기 재무제표 감사의견 거절"
A048540,하이콤정보통신,12.0,20040818.0,액면가액일정비율미만
A048640,엠엔에프씨,12.0,20110413.0,자본전액잠식 등
A048760,VK,12.0,20060722.0,최종부도
A049000,예당,12.0,20130910.0,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당
A049130,하우리,12.0,20050420.0,감사의견거절(20050321)
A049370,CJ엔터테인,12.0,20060420.0,피흡수합병
A049690,포휴먼,12.0,20110423.0,사업보고서 법정제출기한 익일부터 10일이내 미제출
A049790,소프트윈,12.0,20021128.0,최종부도 및 은행거래정지
A050050,유아이에너지,12.0,20120926.0,자본전액잠식
A050470,CT&T,12.0,20120501.0,감사 의견거절(감사범위 제한)
A050600,세라온,12.0,20080909.0,2회연속 자본잠식률 50%이상
A050640,이룸지엔지,12.0,20110820.0,"기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지가 필요하다고 인정"
A051170,썬코어,12.0,20180315.0,16사업연도 감사의견거절(계속기업 존속능력에 대한 불확실성) 및 '17사업연도 반기 감사의견거절(계속기업 존속능력에 대한 불확실성)
A051530,굿이엠지,12.0,20091103.0,주된 영업의 정지에 의한 상장폐지기준 해당
A051710,디에스,12.0,20130501.0,감사의견거절(감사범위 제한 및 계속기업으로서의 존속능력에 대한 불확실성)
A051810,모보,12.0,20100413.0,3회 연속 자기자본 50%초과 법인세비용차감전계속사업손실
A051820,아이피에스,12.0,20110114.0,피흡수합병
A052210,엠씨티티코어,12.0,20101204.0,"기업의 계속성, 경영의 투명성 등 고려하여 상장폐지 인정"
A052270,우전,12.0,20170413.0,자본전액잠식 등
A052290,트레이스,12.0,20181011.0,감사의견거절(감사범위 제한)
A052310,H1바이오,12.0,20090423.0,3회 연속 자기자본 50%초과 법인세비용차감전계속사업손실
A052350,코아에스앤아이,12.0,20120417.0,감사의견거절(감사범위 제한)
A052510,에코솔루션,12.0,20110616.0,감사의견거절(감사범위 제한 및 계속기업으로서의 존속능력에 대한 불확실성)
A052560,삼성수산,12.0,20090701.0,"기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지가 필요하다고 인정"
A052640,제네시스,12.0,20091007.0,"기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지가 필요하다고 인정"
A052650,이디디컴퍼니,12.0,20130412.0,반기 재무제표에 대한 검토의견거절로 관리종목 지정후 자본잠식률 50% 이상
A052810,아시아미디어홀딩스,12.0,20111122.0,"기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정"
A052880,큐앤에스,12.0,20110923.0,"자본잠식률 50% 이상으로 관리종목 지정 후, 최근 반기의 재무제표에 대한 감사인의 감사의견 거절"
A052970,올리브나인,12.0,20101020.0,"기업의 계속성, 경영의 투명성 등 고려하여 상장폐지 인정"
A053040,블루젬디앤씨,12.0,20120517.0,감사의견거절(감사범위 제한 및 계속기업존속 불확실성)
A053070,트리니티,12.0,20090603.0,"기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지가 필요하다고 인정"
A053170,코스모스피엘씨,12.0,20090430.0,자본전액잠식
A053200,디이시스,12.0,20040403.0,감사의견거절(20040322)
A053250,엔에스아이,12.0,20050402.0,감사의견거절(20050319)
A053320,테라리소스,12.0,20140207.0,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당
A053330,영진코퍼레이션,12.0,20150423.0,자본전액잠식
A053440,성우몰드,12.0,20100421.0,상장폐지신청
A053470,오페스,12.0,20100508.0,감사범위제한으로 인한 감사의견 거절
A053740,국제엘렉트릭,3.0,20150210.0,상장폐지 신청
A053810,아이팩토리,12.0,20160919.0,감사의견 거절(감사범위 제한 및 기업회계기준 위배)
A053870,GT&T,12.0,20151015.0,14사업연도 자본잠식률 50%이상 사유로 관리종목 지정 후 '15사업연도 반기 감사의견 거절
A053890,미디어코프,12.0,20090411.0,자본전액잠식
A053960,어플라이드엔지니어링,12.0,20030415.0,감사의견거절
A054010,선팩테크,12.0,20111006.0,감사의견거절(감사범위 제한 및 계속기업으로서의 존속능력에 대한 불확실성)
A054020,GK파워,12.0,20100403.0,최종 부도
A054080,우주통신,12.0,20050330.0,감사의견거절(20050315)
A054120,더체인지,12.0,20111215.0,피흡수합병
A054150,뉴젠아이씨티,12.0,20110429.0,감사의견거절(감사범위제한)
A054170,엔빅스,12.0,20110428.0,감사의견거절(감사범위 제한)
A054250,예일바이오텍,12.0,20070411.0,"감사의견거절, 자본전액잠식, 2년 연속 자본잠식률 50% 이상"
A054370,업필,12.0,20050412.0,감사의견거절(20050326)
A054440,엠텍반도체,12.0,20070413.0,자본전액잠식
A054530,신한에스아이티,12.0,20040403.0,감사의견거절(20040320)
A054650,뉴젠비아이티,12.0,20090904.0,반기보고서 법정제출기한 익일부터 10일이내 반기검토(감사)보고서 미제출
A054790,제이엠피,12.0,20070424.0,감사의견거절
A055000,동서정보기술,12.0,20040403.0,감사의견거절(20040319)
A055250,다휘,12.0,20101001.0,"기업의 계속성, 경영의 투명성 등 고려하여 상장폐지 인정"
A055810,케이티씨텔레콤,12.0,20050813.0,최종부도(20050729)
A055970,에너윈,12.0,20080503.0,감사의견거절(감사범위제한)
A056010,아이스테이션,12.0,20120413.0,자본전액잠식 등
A056020,쿨투,12.0,20090429.0,감사의견거절(감사범위제한)
A056060,세니콘,12.0,20060408.0,감사범위제한으로 인한 의견거절(20060327)
A056140,리더컴,12.0,20040330.0,감사의견거절
A056200,엠넷미디어,12.0,20110322.0,씨제이이앤엠(주)에 피흡수합병
A056340,CU전자,12.0,20140521.0,최종부도 발생
A056500,슈마일렉트론,12.0,20050405.0,감사의견거절(20050322)
A056710,미리넷,12.0,20120413.0,자본전액잠식
A056810,위다스,12.0,20130910.0,의견거절(감사범위 제한)
A056850,코어비트,12.0,20100309.0,"기업의 계속성, 경영의 투명성 등 고려하여 상장폐지 인정"
A057100,하이스마텍,12.0,20100508.0,감사의견거절(감사범위제한)
A057110,아이티센,12.0,20051022.0,"반기말기준 감사의견거절, 반기말 자본 잠식률이 100분의 50이상"
A057330,플래닛82,12.0,20080423.0,최근 3사업연도 연속 자기자본 대비 50% 초과
A058370,비엔씨컴퍼니,12.0,20170508.0,감사범위제한으로 인한 한정의견
A058480,해원에스티,12.0,20100508.0,감사범위제한으로 인한 감사의견거절
A058550,네오리소스,12.0,20090915.0,자본잠식률 50%이상 및 자기자본 10억원 미만으로 관리종목 지정 후 반기의 재무제표에 대한 감사의견 거절
A058680,오브제,12.0,20080410.0,피흡수합병
A058690,퓨쳐인포넷,12.0,20100826.0,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지가 필요하다고 인정
A058900,투미비티,12.0,20101012.0,"기업의 계속성, 경영의 투명성 등 고려하여 상장폐지 인정"
A059720,야호,12.0,20090527.0,감사의견거절(감사범위제한)
A060410,베스트플로우,12.0,20080825.0,2연속 자본잠식률 50%이상 및 자기자본 10억 미만
A060550,우수씨엔에스,12.0,20090411.0,자본전액잠식
A060660,한도하이테크,12.0,20080503.0,감사의견거절(감사범위제한)
A060670,유퍼트,12.0,20100413.0,자본전액잠식
A060750,제이콤,12.0,20110416.0,최종부도 발생
A060840,태영텔스타,12.0,20030402.0,감사의견거절
A060910,프리젠,12.0,20170224.0,최근 5사업연도 연속 영업손실 발생
A061050,지앤디윈텍,12.0,20120120.0,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정
A061140,엘앤피아너스,12.0,20111228.0,"기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지가 필요하다고 결정"
A062730,케너텍,12.0,20091223.0,회생절차폐지결정사유 및 당해 코스닥시장상장법인의 계속기업 가능성 유무를 고려한 결과 상장폐지기준에 해당한다고 결정
A063280,사이버패스,12.0,20090708.0,"기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지가 필요하다고 인정"
A064060,사이노젠,12.0,20100413.0,자본전액잠식
A064720,모델라인,12.0,20080412.0,자본전액잠식
A065180,해피드림,12.0,20150504.0,감사범위제한으로 인한 한정의견
A065270,플렉스컴,12.0,20160412.0,자본전액잠식
A065310,미니멈컬렉션,12.0,20120531.0,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정
A065340,쓰리디월드,12.0,20100415.0,감사범위제한으로 인한 감사의견 거절
A065410,지엔텍홀딩스,12.0,20100505.0,감사의견거절(감사범위제한 및 계속기업 존속 불확실)
A065610,폴리플러스,12.0,20120501.0,감사의견거절(감사범위제한)
A065810,UC아이콜스,12.0,20080417.0,자본전액잠식
A065910,PW제네틱스,12.0,20090418.0,감사의견거절(감사범위제한)
A066060,휴먼텍코리아,12.0,20130412.0,자본전액잠식
A066200,이노블루,12.0,20090411.0,"2년연속 매출액 30억원 미달, 자본전액잠식"
A066270,SK컴즈,12.0,20170227.0,상장폐지신청('17.02.07)
A066300,샤인시스템,12.0,20100629.0,"기업의 계속성, 경영의 투명성 등 고려하여 상장폐지 인정"
A066330,시큐리티KOR,12.0,20080412.0,2연속 자본잠식률 50%이상 및 자기자본 10억원 미만
A066340,케이에스알,12.0,20110909.0,자본잠식률 50% 이상으로 관리종목 지정 후 반기보고서 법정제출기한 익일부터 10일 이내 반기 검토(감사)보고서 미제출
A066350,티에스엠텍,12.0,20150520.0,발행한 어음 또는 수표가 주거래은행에 의하여 최종부도로 결정되거나 거래은행에 의한 거래정지
A066480,휘튼,12.0,20060425.0,감사의견거절(20060410)
A066690,보광티에스,12.0,20120501.0,감사의견 거절(감사범위 제한 및 계속기업존속불확실성)
A066850,아이드림,12.0,20091007.0,자본잠식률 50%이상으로 관리종목 지정 후 반기 재무제표에 대한 감사의견 거절
A066930,에스디,12.0,20100629.0,상장폐지신청(2010.06.01)
A067130,클루넷,12.0,20120608.0,"기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정"
A067850,바이나믹,12.0,20100519.0,당해 코스닥시장상장법인 계속성 및 경영의 투명성 고려 폐지기준해당
A067950,티이씨,12.0,20100220.0,당해 코스닥시장상장법인의 계속성 및 경영의 투명성 등을 종합적으로 고려한 결과 상장폐지기준에 해당한다고 결정
A068060,KCW,12.0,20150918.0,"기업의 계속성, 경영의 투명성 또는 그 밖에 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정"
A068150,케이엔씨글로벌,12.0,20170307.0,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정
A068420,엔터미디어,12.0,20130406.0,"기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지가 필요하다고 인정"
A068630,에피밸리,12.0,20120424.0,사업보고서 법정제출기한 익일부터 10일 이내 미제출 등
A068770,선우중공업,12.0,20100617.0,"기업의 계속성, 경영의 투명성 등 고려하여 상장폐지 인정"
A070080,삼보오토,12.0,20101106.0,최종부도
A070480,신비앤텍,12.0,20140717.0,감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성)
A071360,나노하이텍,12.0,20090429.0,감사의견거절(감사범위제한)
A071530,유에이블,12.0,20130423.0,"기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지가 필요하다고 인정"
A071660,SSCP,12.0,20120929.0,최종부도 발생
A071930,에이스하이텍,12.0,20150710.0,감사의견거절(감사범위 제한)
A072430,아이레보,12.0,20090203.0,상장폐지신청(20090112)
A072530,나이스메탈,12.0,20110507.0,감사의견거절(감사범위 제한 및 계속기업으로서의 존속능력에 대한 불확실성)감사의견거절(감사범위 제한 및 계속기업으로서의 존속능력에 대한 불확실성)감사의견거절(감사범위 제한 및 계속기업으로서의 존속능력
A073130,인스프리트,12.0,20121012.0,자본잠식률 50% 이상으로 관리종목 지정 이후 최근 반기의 재무제표에 대한 감사인의 감사의견거절 등
A073710,씨디네트웍스,12.0,20090923.0,상장폐지신청(2009.08.31)
A073780,케이디세코,12.0,20090411.0,2회 연속 자본잠식률 50%이상
A073930,제너시스템즈,3.0,20130712.0,자본전액잠식
A074000,엠텍비젼에셋,12.0,20140327.0,최근 5사업연도 연속 영업손실 발생 등
A074130,디아이디,12.0,20150723.0,"기업의 계속성, 경영의 투명성 또는 그 밖에 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정"
A074140,엑스로드,12.0,20100508.0,감사범위제한으로 인한 의견거절
A074150,엠제이비,12.0,20160905.0,감사의견거절(감사범위 제한)
A076090,테이크시스템,12.0,20100423.0,감사의견거절(감사범위제한)
A077960,케이이엔지,12.0,20090429.0,감사의견거절(감사범위제한)
A078610,도움,12.0,20090411.0,자본전액잠식
A078670,아구스,12.0,20100501.0,감사의견거절(감사범위제한 및 계속기업 존속 불확실)
A078700,신지소프트,12.0,20100227.0,시가총액 40억원 미달
A078780,아이디에스,12.0,20160428.0, '14사업연도 자본잠식률 50%이상 사유로 관리종목 지정 후 '15사업연도 반기 감사의견 거절
A079340,하이럭스,12.0,20090624.0,"기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지가 필요하다고 인정"
A079560,모젬,12.0,20100413.0,최근 3사업연도 연속 자기자본 대비 50% 초과
A079870,산양전기,12.0,20090411.0,자본전액잠식
A080140,디보스,12.0,20100202.0,자본잠식률 50%이상사유로 관리종목지정후 반기 감사의견 부적정
A080570,IC코퍼레이션,12.0,20090429.0,감사의견거절(감사범위제한)
A081090,씨모텍,12.0,20110923.0,감사의견거절(감사범위 제한 및 계속기업으로서의 존속능력에 대한 불확실성) 등
A081220,세미텍,12.0,20140228.0,피흡수합병
A081500,엑스씨이,12.0,20090429.0,감사의견거절(감사범위제한)
A081970,넥스지,12.0,20181011.0,감사의견거절(감사범위제한)
A082390,피엘에이,12.0,20160725.0,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정
A082930,실리콘화일,12.0,20140523.0,상장폐지신청('14.04.22)
A084450,세실,9.0,20110210.0,감사의견거절(범위제한 및 계속기업 존속 불확실성)
A084810,아이알디,12.0,20100401.0,"기업의 계속성, 경영의 투명성 등 고려하여 상장폐지 인정"
A085680,모빌탑,12.0,20091125.0,"기업의 계속성, 경영의 투명성 등 고려하여 상장폐지 인정"
A085990,단성일렉트론,12.0,20100508.0,감사의견거절(감사범위제한)
A086200,제이앤유글로벌,12.0,20160509.0,감사의견거절(감사범위 제한)
A086830,신양오라컴,12.0,20170508.0,감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성)
A087220,스틸플라워,12.0,20180508.0,감사의견거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성)
A088020,네이쳐글로벌,12.0,20110108.0,"기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정"
A088700,마이스코,12.0,20130507.0,감사의견거절(계속기업으로서의 존속능력에 대한 불확실성)
A088810,맥스브로,12.0,20110429.0,감사의견거절(감사범위 제한 및 계속기업으로서의 존속능력에 대한 불확실성)
A088960,씨티엘테크,12.0,20120208.0,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정
A089240,네오세미테크,12.0,20100903.0,감사의견거절(감사범위 제한)
A089480,평산,12.0,20120413.0,감사의견거절(감사범위제한)
A090090,디앤샵,12.0,20111215.0,피흡수합병
A090120,잘만테크,12.0,20150513.0,감사의견 거절(계속기업 존속능력에 대한 불확실성 및 감사범위 제한)
A090730,SIMPAC Metal,12.0,20180717.0,피흡수합병
A091690,디지텍시스템,12.0,20150121.0,감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성)
A094700,미성포리테크,12.0,20120413.0,자본전액잠식
A095300,엔에스브이,12.0,20170912.0,"감사의견 거절(내부회계관리제도상의 취약점, 계속기업가정의 불확실성 및 재고자산 관련 감사범위 제한)"
A098400,엔스퍼트,12.0,20120724.0,"기업의계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정"
A099660,신텍,12.0,20180709.0,발행한 어음 또는 수표가 주거래은행에 의하여 최종부도로 결정되거나 거래은행에 의한 거래정지
A099830,씨그널엔터테인먼트그룹,12.0,20180504.0,감사의견거절(감사범위 제한)
A101970,우양에이치씨,12.0,20150317.0,발행한 어음 또는 수표가 주거래은행에 의하여 최종부도로 결정되거나 거래은행에 의한 거래 정지
A105070,금강제강,12.0,20120814.0,최종부도 발생
A110310,모린스,12.0,20140411.0,자본전액잠식 등
A110500,유니드코리아,12.0,20140902.0,감사의견 거절(계속기업 존속능력에 대한 불확실성)
A111610,승화프리텍,12.0,20160125.0,"기업의 계속성, 경영의 투명성 또는 그 밖에 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정"
A130960,CJ E&M,12.0,20180718.0,피흡수합병
A155960,지디,12.0,20181012.0,감사의견 거절(감사범위 제한)
A158380,삼목강업,12.0,20160421.0,피흡수합병
A194610,우성아이비,12.0,20181012.0,감사의견거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성)
A900010,3노드디지탈,12.0,20130605.0,상장폐지 신청('13.05.08)
A900020,코웰이홀딩스,12.0,20111126.0,상장폐지신청('11.10.27)
A900060,중국식품포장,3.0,20131011.0,상장폐지신청('13.09.06)
A900130,웨이포트,12.0,20170725.0,상장폐지 신청('17.06.22)
A900150,성융광전투자유한공사,12.0,20120926.0,감사의견거절(감사범위 제한 및 계속기업존속능력 불확실성)
A900180,완리,12.0,20180523.0,감사의견거절(감사범위 제한)
A950030,네프로아이티,3.0,20111105.0,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정
