Code,Name,결산월,WICS업종코드(대),WICS업종명(중),WICS업종명(소)
A066300,샤인시스템,12.0,,,
A066310,큐에스아이,12.0,G45,반도체와반도체장비,반도체와반도체장비
A066330,시큐리티KOR,12.0,,,
A066340,케이에스알,12.0,,,
A066350,티에스엠텍,12.0,,,
A066360,체리부로,12.0,G30,"식품,음료,담배",식품
A066410,버킷스튜디오,12.0,G45,소프트웨어와서비스,IT서비스
A066430,와이오엠,12.0,G15,소재,화학
A066480,휘튼,12.0,,,
A066590,우수AMS,12.0,G25,자동차와부품,자동차부품
A066620,국보디자인,12.0,G20,자본재,건설
A066670,디스플레이텍,12.0,G45,기술하드웨어와장비,핸드셋
A066690,보광티에스,12.0,,,
A066700,테라젠이텍스,12.0,G35,제약과생물공학,제약
A066790,씨씨에스,12.0,G25,미디어,방송과엔터테인먼트
A066850,아이드림,12.0,,,
A066900,디에이피,12.0,G45,기술하드웨어와장비,전자장비와기기
A066910,손오공,12.0,G25,내구소비재와의류,레저용장비와제품
A066930,에스디,12.0,,,
A066970,엘앤에프,12.0,G45,전자와 전기제품,전기제품
A066980,브레인콘텐츠,12.0,G45,소프트웨어와서비스,IT서비스
A067000,조이시티,12.0,G45,소프트웨어와서비스,게임소프트웨어와서비스
A067010,이씨에스,3.0,G45,소프트웨어와서비스,IT서비스
A067080,대화제약,12.0,G35,제약과생물공학,제약
A067130,클루넷,12.0,,,
A067160,아프리카TV,12.0,G45,소프트웨어와서비스,인터넷소프트웨어와서비스
A067170,오텍,12.0,G25,내구소비재와의류,가정용기기와용품
A067280,멀티캠퍼스,12.0,G25,교육서비스,교육서비스
A067290,JW신약,12.0,G35,제약과생물공학,제약
A067310,하나마이크론,12.0,G45,반도체와반도체장비,반도체와반도체장비
A067390,아스트,12.0,G20,자본재,우주항공과국방
A067570,엔브이에이치코리아,12.0,G25,자동차와부품,자동차부품
A067630,에이치엘비생명과학,12.0,G10,에너지,에너지장비및서비스
A067730,로지시스,12.0,G45,소프트웨어와서비스,IT서비스
A067770,세진티에스,12.0,G45,디스플레이,디스플레이장비및부품
A067850,바이나믹,12.0,,,
A067900,와이엔텍,12.0,G20,운송,해운사
A067920,이글루시큐리티,12.0,G45,소프트웨어와서비스,소프트웨어
A067950,티이씨,12.0,,,
A067990,도이치모터스,12.0,G25,소매(유통),전문소매
A068050,팬엔터테인먼트,12.0,G25,미디어,방송과엔터테인먼트
A068060,KCW,12.0,,,
A068150,케이엔씨글로벌,12.0,,,
A068240,다원시스,12.0,G45,기술하드웨어와장비,전자장비와기기
A068330,일신바이오,12.0,G35,제약과생물공학,생명과학도구및서비스
A068420,엔터미디어,12.0,,,
A068630,에피밸리,12.0,,,
A068760,셀트리온제약,12.0,G35,제약과생물공학,제약
A068770,선우중공업,12.0,,,
A068790,DMS,12.0,G45,디스플레이,디스플레이장비및부품
A068930,디지털대성,12.0,G25,교육서비스,교육서비스
A068940,아이씨케이,12.0,G45,기술하드웨어와장비,전자장비와기기
A069080,웹젠,12.0,G45,소프트웨어와서비스,게임소프트웨어와서비스
A069110,코스온,12.0,G25,내구소비재와의류,화장품
A069140,누리플랜,12.0,G20,상업서비스와공급품,상업서비스와공급품
A069330,유아이디,12.0,G45,디스플레이,디스플레이장비및부품
A069410,엔텔스,12.0,G45,소프트웨어와서비스,IT서비스
A069510,에스텍,12.0,G45,기술하드웨어와장비,전자장비와기기
A069540,라이트론,12.0,G45,기술하드웨어와장비,통신장비
A069920,아이에스이커머스,12.0,G25,소매(유통),인터넷과카탈로그소매
A070080,삼보오토,12.0,,,
A070300,한솔시큐어,12.0,G45,기술하드웨어와장비,핸드셋
A070480,신비앤텍,12.0,,,
A070590,한솔인티큐브,12.0,G45,소프트웨어와서비스,IT서비스
A071200,인피니트헬스케어,12.0,G35,건강관리장비와서비스,건강관리기술
A071280,로체시스템즈,12.0,G45,디스플레이,디스플레이장비및부품
A071360,나노하이텍,12.0,,,
A071460,대유위니아,12.0,G25,내구소비재와의류,가정용기기와용품
A071530,유에이블,12.0,,,
A071660,SSCP,12.0,,,
A071670,에이테크솔루션,12.0,G20,자본재,기계
A071850,캐스텍코리아,12.0,G25,자동차와부품,자동차부품
A071930,에이스하이텍,12.0,,,
A072020,중앙백신,12.0,G35,제약과생물공학,제약
A072430,아이레보,12.0,,,
A072470,우리산업홀딩스,12.0,G25,자동차와부품,자동차부품
A072520,케이디 네이쳐 엔 바이오,12.0,G20,상업서비스와공급품,상업서비스와공급품
A072530,나이스메탈,12.0,,,
A072770,네오디안테크놀로지,12.0,G45,소프트웨어와서비스,IT서비스
A072870,메가스터디,12.0,G25,교육서비스,교육서비스
A072950,빛샘전자,12.0,G45,기술하드웨어와장비,통신장비
A072990,에이치시티,12.0,G45,기술하드웨어와장비,전자장비와기기
A073010,케이에스피,12.0,G20,자본재,조선
A073070,에스모,12.0,G25,자동차와부품,자동차부품
A073110,엘엠에스,12.0,G45,디스플레이,디스플레이장비및부품
A073130,인스프리트,12.0,,,
A073190,듀오백,12.0,G20,자본재,가구
A073490,이노와이어리스,12.0,G45,기술하드웨어와장비,통신장비
A073540,에프알텍,12.0,G45,기술하드웨어와장비,통신장비
A073560,우리손에프앤지,12.0,G30,"식품,음료,담배",식품
A073570,피엠지파마,12.0,G45,반도체와반도체장비,반도체와반도체장비
A073640,삼원테크,12.0,G20,자본재,기계
A073710,씨디네트웍스,12.0,,,
A073780,케이디세코,12.0,,,
A073930,제너시스템즈,3.0,,,
A074000,엠텍비젼에셋,12.0,,,
A074130,디아이디,12.0,,,
A074140,엑스로드,12.0,,,
A074150,엠제이비,12.0,,,
A074430,아미노로직스,12.0,G35,건강관리장비와서비스,건강관리업체및서비스
A074600,원익QnC,12.0,G45,반도체와반도체장비,반도체와반도체장비
A075130,플랜티넷,12.0,G45,소프트웨어와서비스,인터넷소프트웨어와서비스
A075970,동국알앤에스,12.0,G15,소재,비철금속
A076080,웰크론한텍,12.0,G20,자본재,기계
A076090,테이크시스템,12.0,,,
A076610,해성옵틱스,12.0,G45,기술하드웨어와장비,핸드셋
A077280,한컴지엠디,12.0,G45,소프트웨어와서비스,IT서비스
A077360,덕산하이메탈,12.0,G45,반도체와반도체장비,반도체와반도체장비
A077960,케이이엔지,12.0,,,
A078020,이베스트투자증권,12.0,G40,증권,증권
A078070,유비쿼스홀딩스,12.0,G45,기술하드웨어와장비,통신장비
A078130,국일제지,12.0,G15,소재,종이와목재
A078140,대봉엘에스,12.0,G35,제약과생물공학,제약
A078150,HB테크놀러지,12.0,G45,디스플레이,디스플레이장비및부품
A078160,메디포스트,12.0,G35,제약과생물공학,생물공학
A078340,컴투스,12.0,G45,소프트웨어와서비스,게임소프트웨어와서비스
A078350,한양디지텍,12.0,G45,반도체와반도체장비,반도체와반도체장비
A078590,두올산업,12.0,G25,자동차와부품,자동차부품
A078600,대주전자재료,12.0,G45,기술하드웨어와장비,전자장비와기기
A078610,도움,12.0,,,
A078650,코렌,12.0,G45,기술하드웨어와장비,핸드셋
A078670,아구스,12.0,,,
A078700,신지소프트,12.0,,,
A078780,아이디에스,12.0,,,
A078860,아이오케이,12.0,G25,미디어,방송과엔터테인먼트
A078890,가온미디어,12.0,G45,전자와 전기제품,전자제품
A078940,일경산업개발,12.0,G10,에너지,에너지장비및서비스
A079000,와토스코리아,12.0,G20,자본재,건축제품
A079170,한창산업,12.0,G15,소재,비철금속
A079190,EMW,12.0,G45,기술하드웨어와장비,핸드셋
A079340,하이럭스,12.0,,,
A079370,제우스,12.0,G45,반도체와반도체장비,반도체와반도체장비
A079560,모젬,12.0,,,
A079650,서산,12.0,G20,자본재,건축자재
A079810,디이엔티,12.0,G45,디스플레이,디스플레이장비및부품
A079870,산양전기,12.0,,,
A079940,가비아,12.0,G45,소프트웨어와서비스,인터넷소프트웨어와서비스
A079950,인베니아,12.0,G45,디스플레이,디스플레이장비및부품
A079960,동양이엔피,12.0,G45,전자와 전기제품,전기제품
A079970,투비소프트,12.0,G45,소프트웨어와서비스,소프트웨어
A080000,에스엔유,12.0,G45,디스플레이,디스플레이장비및부품
A080010,이상네트웍스,12.0,G45,소프트웨어와서비스,인터넷소프트웨어와서비스
A080140,디보스,12.0,,,
A080160,모두투어,12.0,G25,"호텔,레스토랑,레저등","호텔,레스토랑,레저"
A080220,제주반도체,12.0,G45,반도체와반도체장비,반도체와반도체장비
A080420,모다이노칩,12.0,G25,소매(유통),판매업체
A080440,에스제이케이,12.0,G25,자동차와부품,자동차부품
A080470,성창오토텍,12.0,G25,자동차와부품,자동차부품
A080520,오디텍,12.0,G45,반도체와반도체장비,반도체와반도체장비
A080530,코디,12.0,G25,내구소비재와의류,화장품
A080570,IC코퍼레이션,12.0,,,
A080580,오킨스전자,12.0,G45,반도체와반도체장비,반도체와반도체장비
A080720,한국유니온제약,12.0,G35,제약과생물공학,제약
A081090,씨모텍,12.0,,,
A081150,티플랙스,12.0,G15,소재,비철금속
A081220,세미텍,12.0,,,
A081500,엑스씨이,12.0,,,
A081580,성우전자,12.0,G45,기술하드웨어와장비,핸드셋
A081970,넥스지,12.0,,,
A082210,옵트론텍,12.0,G45,기술하드웨어와장비,전자장비와기기
A082270,젬백스,12.0,G45,반도체와반도체장비,반도체와반도체장비
A082390,피엘에이,12.0,,,
A082660,삼우엠스,12.0,G45,기술하드웨어와장비,핸드셋
A082800,루미마이크로,12.0,G45,디스플레이,디스플레이장비및부품
A082850,우리이티아이,12.0,G45,디스플레이,디스플레이장비및부품
A082920,비츠로셀,12.0,G45,전자와 전기제품,전기제품
A082930,실리콘화일,12.0,,,
A083310,엘오티베큠,12.0,G45,반도체와반도체장비,반도체와반도체장비
A083450,GST,12.0,G45,반도체와반도체장비,반도체와반도체장비
A083470,KJ프리텍,12.0,G45,기술하드웨어와장비,핸드셋
A083500,에프엔에스테크,12.0,G45,디스플레이,디스플레이장비및부품
A083550,케이엠,12.0,G45,반도체와반도체장비,반도체와반도체장비
A083640,인콘,12.0,G45,기술하드웨어와장비,전자장비와기기
A083650,비에이치아이,12.0,G20,자본재,기계
A083660,CSA 코스믹,12.0,G20,자본재,건축제품
A083790,크리스탈,12.0,G35,제약과생물공학,생명과학도구및서비스
A083930,아바코,12.0,G45,디스플레이,디스플레이장비및부품
A084110,휴온스글로벌,12.0,G35,제약과생물공학,제약
A084180,수성,12.0,G20,자본재,기계
A084370,유진테크,12.0,G45,반도체와반도체장비,반도체와반도체장비
A084450,세실,9.0,,,
A084650,랩지노믹스,12.0,G35,제약과생물공학,생명과학도구및서비스
A084730,팅크웨어,12.0,G45,전자와 전기제품,전자제품
A084810,아이알디,12.0,,,
A084990,바이로메드,12.0,G35,제약과생물공학,생물공학
A085370,루트로닉,12.0,G35,건강관리장비와서비스,건강관리장비와용품
A085660,차바이오텍,12.0,G35,제약과생물공학,생물공학
A085670,뉴프렉스,12.0,G45,기술하드웨어와장비,전자장비와기기
A085680,모빌탑,12.0,,,
A085810,알티캐스트,12.0,G45,소프트웨어와서비스,소프트웨어
A085910,네오티스,12.0,G25,자동차와부품,자동차부품
A085990,단성일렉트론,12.0,,,
A086040,바이오톡스텍,12.0,G35,제약과생물공학,생명과학도구및서비스
A086060,진바이오텍,12.0,G35,제약과생물공학,제약
A086200,제이앤유글로벌,12.0,,,
A086250,화신테크,12.0,G25,자동차와부품,자동차부품
A086390,유니테스트,12.0,G45,반도체와반도체장비,반도체와반도체장비
A086450,동국제약,12.0,G35,제약과생물공학,제약
A086520,에코프로,12.0,G15,소재,화학
A086670,비엠티,12.0,G20,자본재,기계
A086820,바이오솔루션,12.0,G35,제약과생물공학,생물공학
A086830,신양오라컴,12.0,,,
A086890,이수앱지스,12.0,G35,제약과생물공학,제약
A086900,메디톡스,12.0,G35,제약과생물공학,생물공학
A086960,한컴MDS,12.0,G45,소프트웨어와서비스,소프트웨어
A086980,쇼박스,12.0,G25,미디어,방송과엔터테인먼트
A087010,펩트론,12.0,G35,제약과생물공학,생물공학
A087220,스틸플라워,12.0,,,
A087260,모바일어플라이언스,12.0,G45,전자와 전기제품,전자제품
A087600,픽셀플러스,12.0,G45,반도체와반도체장비,반도체와반도체장비
A087730,네패스신소재,12.0,G45,반도체와반도체장비,반도체와반도체장비
A088020,네이쳐글로벌,12.0,,,
A088130,동아엘텍,12.0,G45,디스플레이,디스플레이장비및부품
A088290,이원컴포텍,12.0,G25,자동차와부품,자동차부품
A088390,이녹스,12.0,G25,내구소비재와의류,레저용장비와제품
A088700,마이스코,12.0,,,
A088800,에이스테크,12.0,G45,기술하드웨어와장비,통신장비
A088810,맥스브로,12.0,,,
A088910,동우팜투테이블,12.0,G30,"식품,음료,담배",식품
A088960,씨티엘테크,12.0,,,
A089010,켐트로닉스,12.0,G15,소재,화학
A089030,테크윙,12.0,G45,반도체와반도체장비,반도체와반도체장비
A089140,넥스턴,12.0,G20,자본재,기계
A089150,케이씨티,12.0,G45,기술하드웨어와장비,컴퓨터와주변기기
A089230,THE E&M,12.0,G20,자본재,기계
A089240,네오세미테크,12.0,,,
A089480,평산,12.0,,,
A089530,에이티세미콘,12.0,G45,반도체와반도체장비,반도체와반도체장비
A089600,나스미디어,12.0,G25,미디어,광고
A089790,제이티,12.0,G45,반도체와반도체장비,반도체와반도체장비
A089850,유비벨록스,12.0,G45,기술하드웨어와장비,통신장비
A089890,코세스,12.0,G45,반도체와반도체장비,반도체와반도체장비
A089970,에이피티씨,12.0,G45,반도체와반도체장비,반도체와반도체장비
A089980,상아프론테크,12.0,G15,소재,화학
A090090,디앤샵,12.0,,,
A090120,잘만테크,12.0,,,
A090150,광진윈텍,12.0,G25,자동차와부품,자동차부품
A090360,로보스타,12.0,G20,자본재,기계
A090410,덕신하우징,12.0,G20,자본재,건축제품
A090460,비에이치,12.0,G45,기술하드웨어와장비,전자장비와기기
A090470,제이스텍,12.0,G45,디스플레이,디스플레이장비및부품
A090710,디에스티로봇,12.0,G20,자본재,기계
A090730,SIMPAC Metal,12.0,,,
A090740,연이정보통신,12.0,G45,디스플레이,디스플레이장비및부품
A090850,이지웰페어,12.0,G20,상업서비스와공급품,상업서비스와공급품
A091120,이엠텍,12.0,G45,기술하드웨어와장비,핸드셋
A091340,S&K폴리텍,12.0,G45,기술하드웨어와장비,전자장비와기기
A091440,텔레필드,12.0,G45,기술하드웨어와장비,통신장비
A091580,상신이디피,12.0,G45,기술하드웨어와장비,핸드셋
A091590,남화토건,12.0,G20,자본재,건설
A091690,디지텍시스템,12.0,,,
A091700,파트론,12.0,G45,기술하드웨어와장비,핸드셋
A091970,나노캠텍,12.0,G15,소재,화학
A091990,셀트리온헬스케어,12.0,G35,제약과생물공학,제약
A092040,아미코젠,12.0,G35,제약과생물공학,생물공학
A092070,디엔에프,12.0,G45,반도체와반도체장비,반도체와반도체장비
A092130,이크레더블,12.0,G45,소프트웨어와서비스,인터넷소프트웨어와서비스
A092300,현우산업,12.0,G45,기술하드웨어와장비,전자장비와기기
A092460,한라IMS,12.0,G20,자본재,조선
A092600,넥스트칩,12.0,G45,반도체와반도체장비,반도체와반도체장비
A092730,네오팜,12.0,G25,내구소비재와의류,화장품
A092870,엑시콘,12.0,G45,반도체와반도체장비,반도체와반도체장비
A093190,빅솔론,12.0,G45,기술하드웨어와장비,컴퓨터와주변기기
A093320,케이아이엔엑스,12.0,G45,소프트웨어와서비스,IT서비스
A093380,풍강,8.0,G25,자동차와부품,자동차부품
A093520,매커스,12.0,G45,기술하드웨어와장비,전자장비와기기
A093640,다믈멀티미디어,12.0,G45,반도체와반도체장비,반도체와반도체장비
A093920,서원인텍,12.0,G45,기술하드웨어와장비,핸드셋
A094170,동운아나텍,12.0,G45,기술하드웨어와장비,핸드셋
A094190,이엘케이,12.0,G45,기술하드웨어와장비,핸드셋
A094360,칩스앤미디어,12.0,G45,반도체와반도체장비,반도체와반도체장비
A094480,갤럭시아컴즈,12.0,G45,소프트웨어와서비스,IT서비스
A094700,미성포리테크,12.0,,,
A094820,일진파워,12.0,G20,자본재,건설
A094840,슈프리마에이치큐,12.0,G45,기술하드웨어와장비,전자장비와기기
A094850,참좋은여행,12.0,G25,"호텔,레스토랑,레저등","호텔,레스토랑,레저"
A094860,코닉글로리,12.0,G45,소프트웨어와서비스,소프트웨어
A094940,푸른기술,12.0,G45,기술하드웨어와장비,컴퓨터와주변기기
A094970,제이엠티,12.0,G45,디스플레이,디스플레이장비및부품
A095190,이엠코리아,12.0,G20,자본재,기계
A095270,웨이브일렉트로,12.0,G45,기술하드웨어와장비,통신장비
A095300,엔에스브이,12.0,,,
A095340,ISC,12.0,G45,반도체와반도체장비,반도체와반도체장비
A095500,미래나노텍,12.0,G45,디스플레이,디스플레이장비및부품
A095610,테스,12.0,G45,반도체와반도체장비,반도체와반도체장비
A095660,네오위즈,12.0,G45,소프트웨어와서비스,게임소프트웨어와서비스
A095700,제넥신,12.0,G35,제약과생물공학,생물공학
A095910,에스에너지,12.0,G10,에너지,에너지장비및서비스
A096040,이트론,12.0,G45,기술하드웨어와장비,전자장비와기기
A096240,청담러닝,12.0,G25,교육서비스,교육서비스
A096350,대창솔루션,12.0,G20,자본재,조선
A096530,씨젠,12.0,G35,제약과생물공학,생명과학도구및서비스
A096610,알에프세미,12.0,G45,기술하드웨어와장비,핸드셋
A096630,에스코넥,12.0,G45,기술하드웨어와장비,핸드셋
A096640,멜파스,12.0,G45,기술하드웨어와장비,핸드셋
A096690,제이스테판,12.0,G45,기술하드웨어와장비,컴퓨터와주변기기
A096870,엘디티,12.0,G45,디스플레이,디스플레이장비및부품
A097520,엠씨넥스,12.0,G45,기술하드웨어와장비,핸드셋
A097780,에스맥,12.0,G45,기술하드웨어와장비,핸드셋
A097800,윈팩,12.0,G45,반도체와반도체장비,반도체와반도체장비
A097870,효성오앤비,6.0,G15,소재,화학
A098120,마이크로컨텍솔,12.0,G45,반도체와반도체장비,반도체와반도체장비
A098400,엔스퍼트,12.0,,,
A098460,고영,12.0,G45,기술하드웨어와장비,전자장비와기기
A098660,에스티오,12.0,G25,내구소비재와의류,"섬유,의류,신발,호화품"
A099190,아이센스,12.0,G35,건강관리장비와서비스,건강관리장비와용품
A099220,SDN,12.0,G10,에너지,에너지장비및서비스
A099320,쎄트렉아이,12.0,G20,자본재,우주항공과국방
A099410,동방선기,12.0,G20,자본재,조선
A099440,스맥,12.0,G20,자본재,기계
A099520,ITX엠투엠,12.0,G45,기술하드웨어와장비,전자장비와기기
A099660,신텍,12.0,,,
A099830,씨그널엔터테인먼트그룹,12.0,,,
A100030,모바일리더,12.0,G45,소프트웨어와서비스,소프트웨어
A100090,삼강엠앤티,12.0,G20,자본재,조선
A100120,뷰웍스,12.0,G35,건강관리장비와서비스,건강관리장비와용품
A100130,동국S&C,12.0,G20,자본재,기계
A100590,머큐리,12.0,G45,기술하드웨어와장비,통신장비
A100660,서암기계공업,12.0,G20,자본재,기계
A100700,세운메디칼,12.0,G35,건강관리장비와서비스,건강관리장비와용품
A101000,디엠씨,12.0,G20,자본재,조선
A101160,월덱스,12.0,G45,반도체와반도체장비,반도체와반도체장비
A101170,우림기계,12.0,G20,자본재,기계
A101240,씨큐브,12.0,G15,소재,화학
A101330,모베이스,12.0,G45,기술하드웨어와장비,핸드셋
A101390,아이엠,12.0,G45,기술하드웨어와장비,전자장비와기기
A101400,엔시트론,12.0,G45,반도체와반도체장비,반도체와반도체장비
A101490,에스앤에스텍,12.0,G45,반도체와반도체장비,반도체와반도체장비
A101670,코리아에스이,12.0,G20,자본재,건설
A101680,한국정밀기계,12.0,G20,자본재,기계
A101730,조이맥스,12.0,G45,소프트웨어와서비스,게임소프트웨어와서비스
A101930,인화정공,12.0,G20,자본재,조선
A101970,우양에이치씨,12.0,,,
A102120,어보브반도체,12.0,G45,반도체와반도체장비,반도체와반도체장비
A102210,해덕파워웨이,12.0,G20,자본재,조선
A102710,이엔에프테크놀로지,12.0,G15,소재,화학
A102940,코오롱생명과학,12.0,G35,제약과생물공학,제약
A103230,에스앤더블류,12.0,G20,자본재,조선
A104040,대성파인텍,12.0,G25,자동차와부품,자동차부품
A104200,NHN벅스,12.0,G25,미디어,방송과엔터테인먼트
A104460,동양피엔에프,12.0,G20,자본재,기계
A104480,티케이케미칼,12.0,G15,소재,화학
A104540,코렌텍,12.0,G35,건강관리장비와서비스,건강관리장비와용품
A104830,원익머트리얼즈,12.0,G15,소재,화학
A105070,금강제강,12.0,,,
A105330,케이엔더블유,12.0,G25,자동차와부품,자동차부품
A105550,트루윈,12.0,G25,자동차와부품,자동차부품
A105740,디케이락,12.0,G20,자본재,기계
A106080,지투하이소닉,12.0,G45,기술하드웨어와장비,핸드셋
A106190,하이텍팜,12.0,G35,제약과생물공학,제약
A106240,파인테크닉스,12.0,G45,기술하드웨어와장비,핸드셋
A106520,디지탈옵틱,12.0,G45,기술하드웨어와장비,핸드셋
A108230,톱텍,12.0,G45,디스플레이,디스플레이장비및부품
A108320,실리콘웍스,12.0,G45,디스플레이,디스플레이장비및부품
A108380,대양전기공업,12.0,G20,자본재,조선
A108490,로보티즈,12.0,G25,교육서비스,교육서비스
A108790,인터파크,12.0,G25,소매(유통),인터넷과카탈로그소매
A108860,셀바스AI,12.0,G45,소프트웨어와서비스,소프트웨어
A109080,옵티시스,12.0,G45,기술하드웨어와장비,통신장비
A109610,에스와이패널,12.0,G20,자본재,건축자재
A109740,디에스케이,12.0,G45,디스플레이,디스플레이장비및부품
A109820,진매트릭스,12.0,G35,제약과생물공학,생물공학
A109860,동일금속,12.0,G20,자본재,기계
A109960,에이프로젠 H&G,12.0,G35,제약과생물공학,제약
A110020,전진바이오팜,12.0,G15,소재,화학
A110310,모린스,12.0,,,
A110500,유니드코리아,12.0,,,
A110790,크리스에프앤씨,12.0,G25,내구소비재와의류,"섬유,의류,신발,호화품"
A110990,디아이티,12.0,G45,디스플레이,디스플레이장비및부품
A111610,승화프리텍,12.0,,,
A111710,남화산업,12.0,G25,"호텔,레스토랑,레저등","호텔,레스토랑,레저"
A111820,지와이커머스,12.0,G25,소매(유통),인터넷과카탈로그소매
A111870,삼본정밀전자,12.0,G45,전자와 전기제품,전자제품
A112040,위메이드,12.0,G45,소프트웨어와서비스,게임소프트웨어와서비스
A112240,에스에프씨,12.0,G10,에너지,에너지장비및서비스
A113810,디젠스,12.0,G25,자동차와부품,자동차부품
A114120,크루셜텍,12.0,G45,기술하드웨어와장비,핸드셋
A114190,웰크론강원,12.0,G20,자본재,기계
A114450,KPX생명과학,12.0,G35,제약과생물공학,제약
A114570,지스마트글로벌,12.0,G45,디스플레이,디스플레이장비및부품
A114630,우노앤컴퍼니,12.0,G15,소재,화학
A114810,아이원스,12.0,G45,반도체와반도체장비,반도체와반도체장비
A115160,휴맥스,12.0,G45,전자와 전기제품,전자제품
A115180,큐리언트,12.0,G35,제약과생물공학,생물공학
A115310,인포바인,12.0,G45,소프트웨어와서비스,IT서비스
A115440,우리넷,12.0,G45,기술하드웨어와장비,통신장비
A115450,지트리비앤티,12.0,G35,제약과생물공학,제약
A115480,씨유메디칼,12.0,G35,건강관리장비와서비스,건강관리장비와용품
A115500,케이씨에스,12.0,G45,소프트웨어와서비스,IT서비스
A115530,씨엔플러스,12.0,G45,기술하드웨어와장비,전자장비와기기
A115570,스타플렉스,12.0,G15,소재,화학
A115610,이미지스,12.0,G45,기술하드웨어와장비,핸드셋
A115960,연우,12.0,G15,소재,포장재
A117670,알파홀딩스,12.0,G45,반도체와반도체장비,반도체와반도체장비
A117730,티로보틱스,12.0,G45,디스플레이,디스플레이장비및부품
A118990,모트렉스,12.0,G25,자동차와부품,자동차부품
A119500,포메탈,12.0,G20,자본재,기계
A119610,인터로조,12.0,G35,건강관리장비와서비스,건강관리장비와용품
A119830,아이텍반도체,12.0,G45,반도체와반도체장비,반도체와반도체장비
A119850,지엔씨에너지,12.0,G20,자본재,전기장비
A119860,다나와,12.0,G25,소매(유통),인터넷과카탈로그소매
A120240,대정화금,12.0,G15,소재,화학
A121440,골프존뉴딘홀딩스,12.0,G45,소프트웨어와서비스,게임소프트웨어와서비스
A121600,나노신소재,12.0,G15,소재,화학
A121800,비덴트,12.0,G45,기술하드웨어와장비,전자장비와기기
A121850,코이즈,12.0,G45,디스플레이,디스플레이장비및부품
A121890,에스디시스템,12.0,G45,기술하드웨어와장비,전자장비와기기
A122310,제노레이,12.0,G35,건강관리장비와서비스,건강관리장비와용품
A122350,삼기오토모티브,12.0,G25,자동차와부품,자동차부품
A122450,KMH,12.0,G25,미디어,방송과엔터테인먼트
A122640,예스티,12.0,G45,반도체와반도체장비,반도체와반도체장비
A122690,서진오토모티브,12.0,G25,자동차와부품,자동차부품
A122800,썬텍,12.0,G20,자본재,기계
A122870,와이지엔터테인먼트,12.0,G25,미디어,방송과엔터테인먼트
A122990,와이솔,12.0,G45,기술하드웨어와장비,핸드셋
A123010,옵토팩,12.0,G45,반도체와반도체장비,반도체와반도체장비
A123040,엠에스오토텍,12.0,G25,자동차와부품,자동차부품
A123100,원익테라세미콘,12.0,G45,디스플레이,디스플레이장비및부품
A123260,STC,12.0,G45,디스플레이,디스플레이장비및부품
A123330,제닉,12.0,G25,내구소비재와의류,화장품
A123410,코리아에프티,12.0,G25,자동차와부품,자동차부품
A123420,선데이토즈,12.0,G45,소프트웨어와서비스,게임소프트웨어와서비스
A123570,이엠넷,12.0,G25,미디어,광고
A123750,알톤스포츠,12.0,G25,내구소비재와의류,레저용장비와제품
A123840,한일진공,12.0,G45,기술하드웨어와장비,핸드셋
A123860,아나패스,12.0,G45,디스플레이,디스플레이장비및부품
A124500,아이티센,12.0,G45,소프트웨어와서비스,IT서비스
A126600,코프라,12.0,G25,자동차와부품,자동차부품
A126640,화신정공,12.0,G25,자동차와부품,자동차부품
A126700,하이비젼시스템,12.0,G45,기술하드웨어와장비,핸드셋
A126870,뉴로스,12.0,G20,자본재,기계
A126880,제이엔케이히터,12.0,G20,자본재,기계
A127120,디엔에이링크,12.0,G35,제약과생물공학,생명과학도구및서비스
A127160,매직마이크로,12.0,G45,디스플레이,디스플레이장비및부품
A127710,아시아경제,12.0,G25,미디어,출판
A128540,에코캡,12.0,G25,자동차와부품,자동차부품
A128660,피제이메탈,12.0,G15,소재,비철금속
A130500,GH신소재,12.0,G25,자동차와부품,자동차부품
A130580,나이스디앤비,12.0,G40,기타금융서비스,신용평가서비스
A130740,티피씨글로벌,12.0,G25,자동차와부품,자동차부품
A130960,CJ E&M,12.0,,,
A131030,디에이치피코리아,12.0,G35,제약과생물공학,제약
A131090,시큐브,12.0,G45,소프트웨어와서비스,소프트웨어
A131100,리켐,12.0,G15,소재,화학
A131180,딜리,12.0,G45,기술하드웨어와장비,컴퓨터와주변기기
A131220,대한과학,12.0,G35,제약과생물공학,생명과학도구및서비스
A131290,티에스이,12.0,G45,반도체와반도체장비,반도체와반도체장비
A131370,알서포트,12.0,G45,소프트웨어와서비스,인터넷소프트웨어와서비스
A131390,피앤이솔루션,12.0,G45,전자와 전기제품,전기제품
A131400,액트,12.0,G45,기술하드웨어와장비,전자장비와기기
A131760,파인텍,12.0,G45,디스플레이,디스플레이장비및부품
A131970,테스나,12.0,G45,반도체와반도체장비,반도체와반도체장비
A133750,메가엠디,12.0,G25,교육서비스,교육서비스
A134060,이퓨쳐,12.0,G25,교육서비스,교육서비스
A134580,디엠티,12.0,G45,전자와 전기제품,전자제품
A134780,화진,12.0,G25,자동차와부품,자동차부품
A136480,하림,12.0,G30,"식품,음료,담배",식품
A136510,쎄미시스코,12.0,G45,디스플레이,디스플레이장비및부품
A136540,윈스,12.0,G45,소프트웨어와서비스,소프트웨어
A137400,피엔티,12.0,G45,전자와 전기제품,전기제품
A137940,넥스트아이,12.0,G45,디스플레이,디스플레이장비및부품
