Code,Name,결산월,WICS업종코드(대),WICS업종명(중),WICS업종명(소)
A037340,씨엘인터내셔널,12.0,,,
A037350,성도이엔지,12.0,G45,반도체와반도체장비,반도체와반도체장비
A037370,EG,12.0,G20,자본재,무역회사와판매업체
A037380,에이원마이크로,12.0,,,
A037400,우리조명,12.0,G45,디스플레이,디스플레이장비및부품
A037410,코리아링크,12.0,,,
A037440,희림,12.0,G20,자본재,건설
A037460,삼지전자,12.0,G45,기술하드웨어와장비,통신장비
A037540,네스테크,12.0,,,
A037550,클라스타,12.0,,,
A037600,씨모스,12.0,,,
A037630,에스비엠,12.0,,,
A037640,지에스엔텍,12.0,,,
A037650,성진산업,12.0,,,
A037700,토자이홀딩스,12.0,,,
A037730,쓰리알,12.0,,,
A037740,디지텔,12.0,,,
A037750,엔써커뮤니티,12.0,,,
A037760,쎄니트,12.0,G15,소재,비철금속
A037830,글로포스트,12.0,,,
A037950,엘컴텍,12.0,G45,기술하드웨어와장비,핸드셋
A038010,제일테크노스,12.0,G20,자본재,건축제품
A038050,트래픽아이티에스,12.0,,,
A038060,루멘스,12.0,G45,디스플레이,디스플레이장비및부품
A038070,서린바이오,12.0,G35,제약과생물공학,생물공학
A038100,아이엠아이티,12.0,,,
A038110,에코플라스틱,12.0,G25,자동차와부품,자동차부품
A038120,AD모터스,12.0,,,
A038160,팍스넷,12.0,G45,소프트웨어와서비스,IT서비스
A038290,마크로젠,12.0,G35,제약과생물공학,생명과학도구및서비스
A038320,어울림정보,12.0,,,
A038340,UCI,12.0,G25,교육서비스,교육서비스
A038390,레드캡투어,12.0,G20,운송,도로와철도운송
A038410,트라이콤,12.0,,,
A038420,씨엔씨엔터,12.0,,,
A038460,바이오스마트,12.0,G45,기술하드웨어와장비,전자장비와기기
A038500,삼표시멘트,12.0,G20,자본재,건축자재
A038520,오리엔트전자,12.0,,,
A038530,골드퍼시픽,12.0,G30,식품과기본식료품소매,식품과기본식료품소매
A038540,상상인,12.0,G45,소프트웨어와서비스,IT서비스
A038620,위즈코프,12.0,G10,에너지,석유와가스
A038680,에스넷,12.0,G45,기술하드웨어와장비,통신장비
A038690,에이스일렉,12.0,,,
A038710,콜마파마,12.0,,,
A038720,유일엔시스,12.0,,,
A038810,포이보스,12.0,,,
A038830,케이엠에스,12.0,,,
A038870,에코바이오,12.0,G55,유틸리티,독립전력생산및에너지거래
A038880,아이에이,12.0,G25,자동차와부품,자동차부품
A038920,지이엔에프,12.0,,,
A038950,파인디지털,12.0,G45,전자와 전기제품,전자제품
A038960,현주컴퓨터,6.0,,,
A038980,이지클럽,12.0,,,
A038990,넥스콘테크,12.0,,,
A039000,써미트테크놀로지,12.0,,,
A039010,현대통신,12.0,G45,기술하드웨어와장비,통신장비
A039020,이건홀딩스,12.0,G20,자본재,건축제품
A039030,이오테크닉스,12.0,G45,반도체와반도체장비,반도체와반도체장비
A039040,유니텍전자,12.0,,,
A039060,아이비진,12.0,,,
A039110,에스피컴텍,12.0,,,
A039200,오스코텍,12.0,G35,제약과생물공학,생물공학
A039230,에이아이비트,12.0,G45,디스플레이,디스플레이장비및부품
A039240,경남스틸,12.0,G15,소재,철강
A039290,인포뱅크,12.0,G45,소프트웨어와서비스,IT서비스
A039310,세중,12.0,G25,"호텔,레스토랑,레저등","호텔,레스토랑,레저"
A039340,한국경제TV,12.0,G25,미디어,방송과엔터테인먼트
A039350,헤파호프,12.0,,,
A039390,윌텍정보통신,12.0,,,
A039420,케이엘넷,12.0,G45,소프트웨어와서비스,IT서비스
A039440,에스티아이,12.0,G45,반도체와반도체장비,반도체와반도체장비
A039500,마인에스에이,8.0,,,
A039530,씨앤케이인터,12.0,,,
A039560,다산네트웍스,12.0,G45,기술하드웨어와장비,통신장비
A039580,피코소프트,12.0,,,
A039610,화성밸브,12.0,G20,자본재,기계
A039670,스포츠서울,3.0,G25,미디어,출판
A039740,한국정보공학,12.0,G45,기술하드웨어와장비,전자장비와기기
A039790,위노바,12.0,,,
A039830,오로라,12.0,G25,내구소비재와의류,레저용장비와제품
A039840,디오,12.0,G35,건강관리장비와서비스,건강관리장비와용품
A039850,태창파로스,12.0,,,
A039860,나노엔텍,12.0,G35,건강관리장비와서비스,건강관리장비와용품
A039870,피케이엘,10.0,,,
A039980,리노스,12.0,G25,내구소비재와의류,"섬유,의류,신발,호화품"
A039990,코아정보,12.0,,,
A040020,사라콤,12.0,,,
A040130,엔플렉스,12.0,,,
A040160,누리텔레콤,12.0,G45,소프트웨어와서비스,소프트웨어
A040180,대양글로벌,12.0,,,
A040300,YTN,12.0,G25,미디어,방송과엔터테인먼트
A040350,큐로컴,12.0,G45,소프트웨어와서비스,IT서비스
A040420,정상제이엘에스,12.0,G25,교육서비스,교육서비스
A040610,SG&G,12.0,G25,자동차와부품,자동차부품
A040670,와이즈파워,12.0,,,
A040740,아인스M&M,12.0,,,
A040750,벨로체피아노,12.0,,,
A040780,유니씨앤티,12.0,,,
A040910,아이씨디,12.0,G45,디스플레이,디스플레이장비및부품
A041020,인프라웨어,12.0,G45,소프트웨어와서비스,소프트웨어
A041030,이루넷,12.0,,,
A041060,아라온테크,12.0,,,
A041140,넥슨지티,12.0,G45,소프트웨어와서비스,게임소프트웨어와서비스
A041190,우리기술투자,12.0,G40,다각화된금융,창업투자
A041310,모빌링크,12.0,,,
A041320,보홍,12.0,,,
A041440,에버다임,12.0,G20,자본재,기계
A041450,인네트,12.0,,,
A041460,한국전자인증,12.0,G45,소프트웨어와서비스,IT서비스
A041500,대한바이오링크,12.0,,,
A041510,에스엠,12.0,G25,미디어,방송과엔터테인먼트
A041520,이라이콤,12.0,G45,기술하드웨어와장비,핸드셋
A041550,쎄라텍,12.0,,,
A041590,에너전트,12.0,G45,기술하드웨어와장비,핸드셋
A041630,인젠,12.0,,,
A041800,코디콤,12.0,,,
A041830,인바디,12.0,G35,건강관리장비와서비스,건강관리장비와용품
A041910,에스텍파마,12.0,G35,제약과생물공학,제약
A041920,메디아나,12.0,G35,건강관리장비와서비스,건강관리장비와용품
A041930,동아화성,12.0,G25,자동차와부품,자동차부품
A041940,한텔,12.0,,,
A041960,코미팜,12.0,G35,제약과생물공학,제약
A042000,카페24,12.0,G45,소프트웨어와서비스,인터넷소프트웨어와서비스
A042040,케이피엠테크,12.0,G45,기술하드웨어와장비,전자장비와기기
A042110,에스씨디,12.0,G45,전자와 전기제품,전기제품
A042340,대국,12.0,,,
A042370,비츠로테크,6.0,G20,자본재,전기장비
A042420,네오위즈홀딩스,12.0,G45,소프트웨어와서비스,게임소프트웨어와서비스
A042470,심스밸리,12.0,,,
A042500,링네트,12.0,G45,소프트웨어와서비스,IT서비스
A042510,라온시큐어,12.0,G45,소프트웨어와서비스,소프트웨어
A042520,한스바이오메드,9.0,G35,제약과생물공학,생물공학
A042570,퓨쳐비젼,12.0,,,
A042600,새로닉스,12.0,G45,디스플레이,디스플레이장비및부품
A042820,어울림 네트,12.0,,,
A042870,에코페트로시스템,12.0,,,
A042940,상지카일룸,12.0,G20,자본재,건설
A042960,창민테크,12.0,,,
A043090,팜스웰바이오,12.0,G35,제약과생물공학,제약
A043100,솔고바이오,12.0,G35,건강관리장비와서비스,건강관리장비와용품
A043150,바텍,12.0,G35,건강관리장비와서비스,건강관리장비와용품
A043200,파루,12.0,G10,에너지,에너지장비및서비스
A043220,에이치엘비파워,12.0,G10,에너지,석유와가스
A043260,성호전자,12.0,G45,전자와 전기제품,전기제품
A043290,케이맥,12.0,G45,디스플레이,디스플레이장비및부품
A043340,에쎈테크,12.0,G20,자본재,기계
A043360,디지아이,12.0,G45,기술하드웨어와장비,컴퓨터와주변기기
A043370,평화정공,12.0,G25,자동차와부품,자동차부품
A043580,에임하이,12.0,,,
A043590,크로바하이텍,12.0,G45,전자와 전기제품,전기제품
A043610,지니뮤직,12.0,G25,미디어,방송과엔터테인먼트
A043630,지앤알,12.0,,,
A043650,국순당,12.0,G30,"식품,음료,담배",음료
A043680,스톰이앤에프,12.0,,,
A043690,테크메이트,12.0,,,
A043710,서울리거,12.0,G35,건강관리장비와서비스,건강관리업체및서비스
A043790,옥션,12.0,,,
A043890,한빛방송,12.0,,,
A043910,자연과환경,12.0,G20,상업서비스와공급품,상업서비스와공급품
A044060,조광ILI,12.0,G20,자본재,기계
A044070,한서제약,12.0,,,
A044180,KD건설,12.0,G20,자본재,건설
A044340,위닉스,12.0,G25,내구소비재와의류,가정용기기와용품
A044370,조이토토,12.0,,,
A044440,솔빛미디어,12.0,,,
A044480,바이오제네틱스,12.0,G30,가정용품과개인용품,가정용품
A044490,태웅,12.0,G20,자본재,기계
A044570,한빛전자통신,12.0,,,
A044640,동부CNI,12.0,,,
A044770,에이엠에스,12.0,,,
A044780,에이치케이,12.0,G20,자본재,기계
A044960,이글벳,12.0,G35,제약과생물공학,제약
A045050,큐리어스,12.0,,,
A045060,오공,12.0,G15,소재,화학
A045100,한양이엔지,12.0,G20,자본재,건설
A045240,뉴씨앤씨,12.0,,,
A045260,디에이치패션,12.0,,,
A045290,포네이처,12.0,,,
A045300,성우테크론,12.0,G45,반도체와반도체장비,반도체와반도체장비
A045310,이레전자산업,12.0,,,
A045340,토탈소프트,12.0,G45,소프트웨어와서비스,소프트웨어
A045380,더존디지털,12.0,,,
A045390,대아티아이,12.0,G45,소프트웨어와서비스,IT서비스
A045400,이롬텍,10.0,,,
A045470,에이프로테크놀로지,12.0,,,
A045510,정원엔시스,12.0,G45,소프트웨어와서비스,IT서비스
A045520,크린앤사이언스,12.0,G25,자동차와부품,자동차부품
A045660,에이텍,12.0,G45,기술하드웨어와장비,컴퓨터와주변기기
A045760,한통데이타,12.0,,,
A045880,유티엑스,9.0,,,
A045890,GV,12.0,G45,디스플레이,디스플레이장비및부품
A045920,화림모드,12.0,,,
A045970,코아시아홀딩스,12.0,G45,기술하드웨어와장비,핸드셋
A046000,모디아,12.0,,,
A046070,코다코,12.0,G25,자동차와부품,자동차부품
A046110,한일네트웍스,12.0,G45,소프트웨어와서비스,IT서비스
A046120,오르비텍,12.0,G20,상업서비스와공급품,상업서비스와공급품
A046140,SBS콘텐츠허브,12.0,G25,미디어,방송과엔터테인먼트
A046210,파나진,12.0,G35,제약과생물공학,생명과학도구및서비스
A046240,에스브이에이치,12.0,,,
A046310,백금T&A,12.0,G45,기술하드웨어와장비,전자장비와기기
A046320,MTRON,12.0,,,
A046350,에듀아크,12.0,,,
A046390,삼화네트웍스,12.0,G25,미디어,방송과엔터테인먼트
A046400,루트원플러스,12.0,,,
A046430,알에스넷,6.0,,,
A046440,KG모빌리언스,12.0,G45,소프트웨어와서비스,IT서비스
A046720,엔하이테크,12.0,,,
A046810,코리언일랙트로닉스파워소스,12.0,,,
A046840,자유투어,12.0,,,
A046890,서울반도체,12.0,G45,디스플레이,디스플레이장비및부품
A046930,타임아이엔씨,8.0,,,
A046940,우원개발,12.0,G20,자본재,건설
A046970,우리로,12.0,G45,기술하드웨어와장비,통신장비
A047060,덴소풍성,3.0,,,
A047080,한빛소프트,12.0,G45,소프트웨어와서비스,게임소프트웨어와서비스
A047310,파워로직스,12.0,G45,전자와 전기제품,전기제품
A047370,에프아이투어,12.0,,,
A047420,레이더스컴퍼니,3.0,,,
A047440,레이젠,12.0,,,
A047450,이앤텍,12.0,,,
A047560,이스트소프트,12.0,G45,소프트웨어와서비스,소프트웨어
A047600,세계투어,12.0,,,
A047610,월드텔레콤,12.0,,,
A047710,액티투오,12.0,,,
A047730,텔라움,12.0,,,
A047770,코데즈컴바인,12.0,G25,내구소비재와의류,"섬유,의류,신발,호화품"
A047820,초록뱀,12.0,G25,미디어,방송과엔터테인먼트
A047920,씨트리,12.0,G35,제약과생물공학,제약
A047940,비엔디,12.0,,,
A048130,에스피코프,12.0,,,
A048140,태광이엔시,12.0,,,
A048150,모닷텔,12.0,,,
A048260,오스템임플란트,12.0,G35,건강관리장비와서비스,건강관리장비와용품
A048270,포넷,12.0,,,
A048410,현대바이오,12.0,G25,내구소비재와의류,화장품
A048430,유라테크,12.0,G25,자동차와부품,자동차부품
A048460,엑큐리스,12.0,,,
A048470,대동스틸,12.0,G15,소재,철강
A048510,테스텍,12.0,,,
A048530,인트론바이오,12.0,G35,제약과생물공학,생명과학도구및서비스
A048540,하이콤정보통신,12.0,,,
A048550,SM C&C,12.0,G25,미디어,방송과엔터테인먼트
A048640,엠엔에프씨,12.0,,,
A048760,VK,12.0,,,
A048770,TPC,12.0,G20,자본재,기계
A048830,엔피케이,12.0,G15,소재,화학
A048870,시너지이노베이션,12.0,G35,건강관리장비와서비스,건강관리장비와용품
A048910,대원미디어,12.0,G25,미디어,방송과엔터테인먼트
A049000,예당,12.0,,,
A049070,인탑스,12.0,G45,기술하드웨어와장비,핸드셋
A049080,기가레인,12.0,G45,반도체와반도체장비,반도체와반도체장비
A049120,파인디앤씨,12.0,G45,디스플레이,디스플레이장비및부품
A049130,하우리,12.0,,,
A049180,셀루메드,12.0,G35,건강관리장비와서비스,건강관리장비와용품
A049370,CJ엔터테인,12.0,,,
A049430,코메론,12.0,G20,자본재,기계
A049470,SGA,12.0,G45,소프트웨어와서비스,소프트웨어
A049480,오픈베이스,12.0,G45,소프트웨어와서비스,IT서비스
A049520,유아이엘,12.0,G45,기술하드웨어와장비,핸드셋
A049550,잉크테크,12.0,G45,기술하드웨어와장비,컴퓨터와주변기기
A049630,재영솔루텍,12.0,G45,기술하드웨어와장비,핸드셋
A049690,포휴먼,12.0,,,
A049720,고려신용정보,12.0,G40,기타금융서비스,신용평가서비스
A049790,소프트윈,12.0,,,
A049830,승일,12.0,G15,소재,포장재
A049950,미래컴퍼니,12.0,G45,디스플레이,디스플레이장비및부품
A049960,쎌바이오텍,12.0,G35,제약과생물공학,생물공학
A050050,유아이에너지,12.0,,,
A050090,휘닉스소재,12.0,G45,디스플레이,디스플레이장비및부품
A050110,캠시스,12.0,G45,기술하드웨어와장비,핸드셋
A050120,라이브플렉스,12.0,G25,내구소비재와의류,레저용장비와제품
A050320,에이앤티앤,12.0,G45,기술하드웨어와장비,전자장비와기기
A050470,CT&T,12.0,,,
A050540,한국코퍼레이션,12.0,G45,소프트웨어와서비스,IT서비스
A050600,세라온,12.0,,,
A050640,이룸지엔지,12.0,,,
A050760,에스폴리텍,12.0,G15,소재,화학
A050860,아세아텍,6.0,G20,자본재,기계
A050890,쏠리드,12.0,G45,기술하드웨어와장비,통신장비
A050960,수산아이앤티,12.0,G45,소프트웨어와서비스,IT서비스
A051160,지어소프트,12.0,G30,식품과기본식료품소매,식품과기본식료품소매
A051170,썬코어,12.0,,,
A051360,토비스,12.0,G45,디스플레이,디스플레이장비및부품
A051370,인터플렉스,12.0,G45,기술하드웨어와장비,전자장비와기기
A051380,피씨디렉트,12.0,G45,기술하드웨어와장비,전자장비와기기
A051390,YW,12.0,G25,소매(유통),판매업체
A051490,나라엠앤디,12.0,G20,자본재,기계
A051500,CJ프레시웨이,12.0,G30,식품과기본식료품소매,식품과기본식료품소매
A051530,굿이엠지,12.0,,,
A051710,디에스,12.0,,,
A051780,큐로홀딩스,12.0,G25,미디어,방송과엔터테인먼트
A051810,모보,12.0,,,
A051820,아이피에스,12.0,,,
A051980,중앙리빙테크,12.0,G20,자본재,건축자재
A052020,에스티큐브,12.0,G45,기술하드웨어와장비,전자장비와기기
A052190,이에스에이,12.0,G25,미디어,방송과엔터테인먼트
A052210,엠씨티티코어,12.0,,,
A052220,iMBC,12.0,G25,미디어,방송과엔터테인먼트
A052260,SK바이오랜드,12.0,G25,내구소비재와의류,화장품
A052270,우전,12.0,,,
A052290,트레이스,12.0,,,
A052300,W홀딩컴퍼니,12.0,G20,운송,항공화물운송과물류
A052310,H1바이오,12.0,,,
A052330,코텍,12.0,G45,기술하드웨어와장비,전자장비와기기
A052350,코아에스앤아이,12.0,,,
A052400,코나아이,12.0,G45,기술하드웨어와장비,전자장비와기기
A052420,오성첨단소재,12.0,G45,디스플레이,디스플레이장비및부품
A052460,아이크래프트,12.0,G45,기술하드웨어와장비,통신장비
A052510,에코솔루션,12.0,,,
A052560,삼성수산,12.0,,,
A052600,한네트,12.0,G40,기타금융서비스,결제관련서비스
A052640,제네시스,12.0,,,
A052650,이디디컴퍼니,12.0,,,
A052670,제일바이오,12.0,G35,제약과생물공학,제약
A052710,아모텍,12.0,G45,기술하드웨어와장비,핸드셋
A052770,와이디온라인,12.0,G45,소프트웨어와서비스,게임소프트웨어와서비스
A052790,액토즈소프트,12.0,G45,소프트웨어와서비스,게임소프트웨어와서비스
A052810,아시아미디어홀딩스,12.0,,,
A052860,아이앤씨,12.0,G45,기술하드웨어와장비,통신장비
A052880,큐앤에스,12.0,,,
A052900,KMH하이텍,12.0,G45,반도체와반도체장비,반도체와반도체장비
A052970,올리브나인,12.0,,,
A053030,바이넥스,12.0,G35,제약과생물공학,제약
A053040,블루젬디앤씨,12.0,,,
A053050,지에스이,12.0,G55,유틸리티,가스유틸리티
A053060,세동,12.0,G25,자동차와부품,자동차부품
A053070,트리니티,12.0,,,
A053110,소리바다,12.0,G25,미디어,방송과엔터테인먼트
A053160,프리엠스,12.0,G45,전자와 전기제품,전기제품
A053170,코스모스피엘씨,12.0,,,
A053200,디이시스,12.0,,,
A053250,엔에스아이,12.0,,,
A053260,금강철강,12.0,G15,소재,철강
A053270,구영테크,12.0,G25,자동차와부품,자동차부품
A053280,예스24,12.0,G25,소매(유통),인터넷과카탈로그소매
A053290,NE능률,12.0,G25,교육서비스,교육서비스
A053300,한국정보인증,12.0,G45,소프트웨어와서비스,IT서비스
A053320,테라리소스,12.0,,,
A053330,영진코퍼레이션,12.0,,,
A053350,이니텍,12.0,G45,소프트웨어와서비스,소프트웨어
A053440,성우몰드,12.0,,,
A053450,세코닉스,12.0,G45,기술하드웨어와장비,전자장비와기기
A053470,오페스,12.0,,,
A053590,한국테크놀로지,12.0,G20,자본재,기계
A053610,프로텍,12.0,G45,반도체와반도체장비,반도체와반도체장비
A053620,태양,12.0,G30,가정용품과개인용품,가정용품
A053660,현진소재,12.0,G20,자본재,조선
A053700,삼보모터스,12.0,G25,자동차와부품,자동차부품
A053740,국제엘렉트릭,3.0,,,
A053800,안랩,12.0,G45,소프트웨어와서비스,소프트웨어
A053810,아이팩토리,12.0,,,
A053870,GT&T,12.0,,,
A053890,미디어코프,12.0,,,
A053950,경남제약,12.0,G35,제약과생물공학,제약
A053960,어플라이드엔지니어링,12.0,,,
A053980,오상자이엘,12.0,G45,소프트웨어와서비스,소프트웨어
A054010,선팩테크,12.0,,,
A054020,GK파워,12.0,,,
A054040,한국컴퓨터,12.0,G45,디스플레이,디스플레이장비및부품
A054050,농우바이오,12.0,G35,제약과생물공학,생물공학
A054080,우주통신,12.0,,,
A054090,삼진엘앤디,12.0,G45,디스플레이,디스플레이장비및부품
A054120,더체인지,12.0,,,
A054150,뉴젠아이씨티,12.0,,,
A054170,엔빅스,12.0,,,
A054180,중앙오션,6.0,G20,자본재,조선
A054210,이랜텍,12.0,G45,기술하드웨어와장비,핸드셋
A054220,비츠로시스,3.0,G20,상업서비스와공급품,상업서비스와공급품
A054250,예일바이오텍,12.0,,,
A054300,팬스타엔터프라이즈,12.0,G25,자동차와부품,자동차부품
A054340,피앤텔,12.0,G45,기술하드웨어와장비,핸드셋
A054370,업필,12.0,,,
A054410,케이피티유,12.0,G20,자본재,기계
A054440,엠텍반도체,12.0,,,
A054450,텔레칩스,12.0,G45,반도체와반도체장비,반도체와반도체장비
A054530,신한에스아이티,12.0,,,
A054540,삼영엠텍,12.0,G20,자본재,기계
A054620,APS홀딩스,12.0,G45,디스플레이,디스플레이장비및부품
A054630,에이디칩스,12.0,G45,전자와 전기제품,전자제품
A054650,뉴젠비아이티,12.0,,,
A054670,대한뉴팜,12.0,G35,제약과생물공학,제약
A054780,키이스트,12.0,G25,미디어,방송과엔터테인먼트
A054790,제이엠피,12.0,,,
A054800,아이디스홀딩스,12.0,G45,기술하드웨어와장비,전자장비와기기
A054920,한컴시큐어,12.0,G45,소프트웨어와서비스,소프트웨어
A054930,유신,12.0,G20,자본재,건설
A054940,엑사이엔씨,12.0,G45,반도체와반도체장비,반도체와반도체장비
A054950,제이브이엠,12.0,G35,건강관리장비와서비스,건강관리장비와용품
A055000,동서정보기술,12.0,,,
A055250,다휘,12.0,,,
A055810,케이티씨텔레콤,12.0,,,
A055970,에너윈,12.0,,,
A056000,신스타임즈,12.0,G45,소프트웨어와서비스,게임소프트웨어와서비스
A056010,아이스테이션,12.0,,,
A056020,쿨투,12.0,,,
A056060,세니콘,12.0,,,
A056080,유진로봇,12.0,G25,내구소비재와의류,가정용기기와용품
A056090,유앤아이,12.0,G35,건강관리장비와서비스,건강관리장비와용품
A056140,리더컴,12.0,,,
A056190,에스에프에이,12.0,G20,자본재,기계
A056200,엠넷미디어,12.0,,,
A056340,CU전자,12.0,,,
A056360,코위버,12.0,G45,기술하드웨어와장비,통신장비
A056500,슈마일렉트론,12.0,,,
A056700,신화인터텍,12.0,G45,디스플레이,디스플레이장비및부품
A056710,미리넷,12.0,,,
A056730,포스링크,12.0,G10,에너지,석유와가스
A056810,위다스,12.0,,,
A056850,코어비트,12.0,,,
A057030,와이비엠넷,12.0,G25,교육서비스,교육서비스
A057100,하이스마텍,12.0,,,
A057110,아이티센,12.0,,,
A057330,플래닛82,12.0,,,
A057500,SKC 솔믹스,12.0,G45,반도체와반도체장비,반도체와반도체장비
A057540,옴니시스템,12.0,G45,기술하드웨어와장비,전자장비와기기
A057680,옴니텔,12.0,G45,소프트웨어와서비스,인터넷소프트웨어와서비스
A057880,토필드,12.0,G45,전자와 전기제품,전자제품
A058110,멕아이씨에스,12.0,G35,건강관리장비와서비스,건강관리장비와용품
A058220,아리온,12.0,G45,전자와 전기제품,전자제품
A058370,비엔씨컴퍼니,12.0,,,
A058400,KNN,12.0,G25,미디어,방송과엔터테인먼트
A058420,제이웨이,12.0,G25,미디어,방송과엔터테인먼트
A058450,일야,12.0,G45,기술하드웨어와장비,핸드셋
A058470,리노공업,12.0,G45,반도체와반도체장비,반도체와반도체장비
A058480,해원에스티,12.0,,,
A058530,슈펙스비앤피,12.0,G25,소매(유통),판매업체
A058550,네오리소스,12.0,,,
A058610,에스피지,12.0,G45,전자와 전기제품,전기제품
A058630,엠게임,12.0,G45,소프트웨어와서비스,게임소프트웨어와서비스
A058680,오브제,12.0,,,
A058690,퓨쳐인포넷,12.0,,,
A058820,CMG제약,12.0,G35,제약과생물공학,제약
A058900,투미비티,12.0,,,
A059090,미코,12.0,G45,반도체와반도체장비,반도체와반도체장비
A059100,아이컴포넌트,12.0,G45,디스플레이,디스플레이장비및부품
A059120,아진엑스텍,12.0,G45,반도체와반도체장비,반도체와반도체장비
A059210,메타바이오메드,12.0,G35,건강관리장비와서비스,건강관리장비와용품
A059720,야호,12.0,,,
A060150,인선이엔티,12.0,G20,상업서비스와공급품,상업서비스와공급품
A060230,이그잭스,12.0,G45,기술하드웨어와장비,전자장비와기기
A060240,룽투코리아,12.0,G45,소프트웨어와서비스,게임소프트웨어와서비스
A060250,NHN한국사이버결제,12.0,G45,소프트웨어와서비스,IT서비스
A060260,뉴보텍,12.0,G20,자본재,건축제품
A060280,큐렉소,12.0,G25,소매(유통),판매업체
A060300,레드로버,12.0,G25,미디어,방송과엔터테인먼트
A060310,3S,3.0,G20,자본재,기계
A060370,KT서브마린,12.0,G20,자본재,건설
A060380,동양에스텍,12.0,G15,소재,철강
A060410,베스트플로우,12.0,,,
A060480,국일신동,12.0,G15,소재,비철금속
A060540,에스에이티,12.0,G45,기술하드웨어와장비,핸드셋
A060550,우수씨엔에스,12.0,,,
A060560,홈센타홀딩스,12.0,G20,자본재,건축자재
A060570,아이리버,12.0,G45,전자와 전기제품,전자제품
A060590,씨티씨바이오,12.0,G35,제약과생물공학,제약
A060660,한도하이테크,12.0,,,
A060670,유퍼트,12.0,,,
A060720,KH바텍,12.0,G45,기술하드웨어와장비,핸드셋
A060750,제이콤,12.0,,,
A060840,태영텔스타,12.0,,,
A060900,퍼시픽바이오,12.0,G10,에너지,석유와가스
A060910,프리젠,12.0,,,
A061040,알에프텍,12.0,G45,기술하드웨어와장비,핸드셋
A061050,지앤디윈텍,12.0,,,
A061140,엘앤피아너스,12.0,,,
A061250,화일약품,12.0,G35,제약과생물공학,제약
A061460,한진피앤씨,12.0,,,
A061970,엘비세미콘,12.0,G45,반도체와반도체장비,반도체와반도체장비
A062730,케너텍,12.0,,,
A062860,티엘아이,12.0,G45,디스플레이,디스플레이장비및부품
A063080,게임빌,12.0,G45,소프트웨어와서비스,게임소프트웨어와서비스
A063170,서울옥션,12.0,G25,소매(유통),판매업체
A063280,사이버패스,12.0,,,
A063440,SM Life Design,12.0,G25,미디어,방송과엔터테인먼트
A063570,한국전자금융,12.0,G40,기타금융서비스,결제관련서비스
A063760,이엘피,12.0,G45,디스플레이,디스플레이장비및부품
A064060,사이노젠,12.0,,,
A064090,에프앤리퍼블릭,12.0,G25,내구소비재와의류,화장품
A064240,홈캐스트,12.0,G45,전자와 전기제품,전자제품
A064260,다날,12.0,G45,소프트웨어와서비스,IT서비스
A064290,인텍플러스,12.0,G45,반도체와반도체장비,반도체와반도체장비
A064480,브리지텍,12.0,G45,소프트웨어와서비스,IT서비스
A064510,에코마이스터,12.0,G20,자본재,기계
A064520,바른전자,12.0,G45,반도체와반도체장비,반도체와반도체장비
A064550,바이오니아,12.0,G35,제약과생물공학,생물공학
A064720,모델라인,12.0,,,
A064760,티씨케이,12.0,G45,반도체와반도체장비,반도체와반도체장비
A064800,필링크,12.0,G25,내구소비재와의류,"섬유,의류,신발,호화품"
A064820,케이프,12.0,G20,자본재,조선
A065060,지엔코,12.0,G25,내구소비재와의류,"섬유,의류,신발,호화품"
A065130,탑엔지니어링,12.0,G45,디스플레이,디스플레이장비및부품
A065150,MP그룹,12.0,G25,"호텔,레스토랑,레저등","호텔,레스토랑,레저"
A065160,에프티이앤이,12.0,G15,소재,화학
A065170,넥스트BT,12.0,G35,제약과생물공학,제약
A065180,해피드림,12.0,,,
A065270,플렉스컴,12.0,,,
A065310,미니멈컬렉션,12.0,,,
A065340,쓰리디월드,12.0,,,
A065350,신성델타테크,12.0,G45,기술하드웨어와장비,전자장비와기기
A065410,지엔텍홀딩스,12.0,,,
A065420,에스아이리소스,12.0,G10,에너지,석유와가스
A065440,이루온,12.0,G45,소프트웨어와서비스,IT서비스
A065450,빅텍,12.0,G20,자본재,우주항공과국방
A065500,오리엔트정공,12.0,G25,자동차와부품,자동차부품
A065510,휴비츠,12.0,G35,건강관리장비와서비스,건강관리장비와용품
A065530,전파기지국,12.0,G45,기술하드웨어와장비,통신장비
A065560,녹원씨엔아이,12.0,G25,소매(유통),판매업체
A065570,삼영이엔씨,12.0,G45,기술하드웨어와장비,통신장비
A065610,폴리플러스,12.0,,,
A065620,제낙스,12.0,G15,소재,비철금속
A065650,메디프론,12.0,G25,소매(유통),전문소매
A065660,안트로젠,12.0,G35,제약과생물공학,생물공학
A065680,우주일렉트로,12.0,G45,기술하드웨어와장비,핸드셋
A065690,대진디엠피,12.0,G45,기술하드웨어와장비,컴퓨터와주변기기
A065710,서호전기,12.0,G45,소프트웨어와서비스,소프트웨어
A065770,CS,12.0,G45,기술하드웨어와장비,통신장비
A065810,UC아이콜스,12.0,,,
A065910,PW제네틱스,12.0,,,
A065940,바이오빌,12.0,G15,소재,화학
A065950,웰크론,12.0,G25,내구소비재와의류,"섬유,의류,신발,호화품"
A066060,휴먼텍코리아,12.0,,,
A066110,한프,12.0,G45,기술하드웨어와장비,컴퓨터와주변기기
A066130,하츠,12.0,G25,내구소비재와의류,가정용기기와용품
A066200,이노블루,12.0,,,
A066270,SK컴즈,12.0,,,
