Code,Name,결산월,WICS업종코드(대),WICS업종명(중),WICS업종명(소)
A012170,키위미디어그룹,12,G25,미디어,방송과엔터테인먼트
A012190,신호페이퍼,6,,,
A012200,계양전기,12,G25,자동차와부품,자동차부품
A012220,동국전자,12,,,
A012250,셰프라인,12,,,
A012260,이지닷컴,12,,,
A012270,동신,12,,,
A012280,영화금속,12,G25,자동차와부품,자동차부품
A012300,신한인터내쇼날,12,,,
A012320,경동인베스트,12,G55,유틸리티,가스유틸리티
A012330,현대모비스,12,G25,자동차와부품,자동차부품
A012400,허메스홀딩스,12,,,
A012410,글로스텍,12,,,
A012420,메리츠종금,3,,,
A012450,한화에어로스페이스,12,G20,자본재,우주항공과국방
A012470,영진테크,12,,,
A012500,제일종합금융,3,,,
A012510,더존비즈온,12,G45,소프트웨어와서비스,소프트웨어
A012580,신세계톰보이,12,,,
A012600,청호컴넷,12,G45,기술하드웨어와장비,컴퓨터와주변기기
A012610,경인양행,12,G15,소재,화학
A012630,HDC,12,G20,자본재,건설
A012670,환영철강공업,12,,,
A012690,모나리자,12,G30,가정용품과개인용품,가정용품
A012710,한스종합금융,3,,,
A012720,건영,12,,,
A012750,에스원,12,G20,상업서비스와공급품,상업서비스와공급품
A012760,동아,12,,,
A012800,대창,12,G15,소재,비철금속
A012830,현대리바트,12,,,
A012910,한라시멘트,12,,,
A012990,LG석유화학,12,,,
A013000,세우글로벌,12,G25,소매(유통),판매업체
A013040,금강피혁,12,,,
A013070,태양이앤테크,12,,,
A013090,인켈,12,,,
A013200,C&우방,12,,,
A013240,셀런,12,,,
A013250,대양상호신용금고,6,,,
A013360,일성건설,12,G20,자본재,건설
A013520,화승알앤에이,12,G25,자동차와부품,자동차부품
A013570,디와이,12,G20,자본재,기계
A013580,계룡건설,12,G20,자본재,건설
A013700,까뮤이앤씨,12,G20,자본재,건설
A013820,피앤텍,12,,,
A013870,지엠비코리아,12,G25,자동차와부품,자동차부품
A013890,지누스,12,,,
A014010,인터피온반도체,6,,,
A014040,GPS,12,,,
A014080,뉴맥스,12,,,
A014130,한익스프레스,12,G20,운송,항공화물운송과물류
A014150,한외종합금융,3,,,
A014160,대영포장,12,G15,소재,포장재
A014280,금강공업,12,G20,자본재,건축제품
A014300,선진지주,12,,,
A014350,신일건업,12,,,
A014390,대구종합금융,3,,,
A014400,경남종합금융,3,,,
A014430,한길종합금융,3,,,
A014440,영보화학,12,G15,소재,화학
A014450,삼양종합금융,3,,,
A014490,쌍용종합금융,3,,,
A014530,극동유화,12,G10,에너지,석유와가스
A014580,백광소재,12,G15,소재,비철금속
A014590,티엘씨레저,12,,,
A014680,한솔케미칼,12,G15,소재,화학
A014710,사조씨푸드,12,G30,"식품,음료,담배",식품
A014740,금호케미칼,12,,,
A014790,한라,12,G20,자본재,건설
A014820,동원시스템즈,12,G15,소재,포장재
A014830,유니드,12,G15,소재,화학
A014900,삼보컴퓨터,12,,,
A014910,성문전자,12,G45,전자와 전기제품,전기제품
A014980,항도종합금융,3,,,
A014990,인디에프,12,G25,내구소비재와의류,"섬유,의류,신발,호화품"
A015020,이스타코,12,G25,미디어,방송과엔터테인먼트
A015080,청솔종합금융,3,,,
A015090,대미실업,12,,,
A015110,중앙건설,12,,,
A015230,대창단조,12,G20,자본재,기계
A015260,에이엔피,12,G45,기술하드웨어와장비,전자장비와기기
A015340,나우정밀,12,,,
A015350,부산가스,12,G55,유틸리티,가스유틸리티
A015360,예스코홀딩스,12,G55,유틸리티,가스유틸리티
A015540,메디플란트,12,G25,소매(유통),판매업체
A015580,신한은행,12,,,
A015590,큐로,12,G20,자본재,기계
A015620,현대울산종합금융,3,,,
A015650,리젠트종합금융,3,,,
A015670,AP우주통신,12,,,
A015730,대우정밀공업,12,,,
A015760,한국전력,12,G55,유틸리티,전기유틸리티
A015780,논노,12,,,
A015860,일진홀딩스,12,G20,자본재,전기장비
A015880,태화쇼핑,12,,,
A015890,태경산업,12,G15,소재,비철금속
A015940,LG데이콤,12,,,
A015980,금경,12,,,
A016070,동성반도체,12,,,
A016090,대현,12,G25,내구소비재와의류,"섬유,의류,신발,호화품"
A016160,오라바이오틱스,12,,,
A016350,신한종합금융,3,,,
A016360,삼성증권,12,G40,증권,증권
A016380,동부제철,12,G15,소재,철강
A016390,나라종합금융,3,,,
A016420,NH농협증권,12,,,
A016430,동신제지,6,,,
A016450,한세예스24홀딩스,12,G25,내구소비재와의류,"섬유,의류,신발,호화품"
A016480,한화종합금융,3,,,
A016490,청화상공,12,,,
A016500,삼삼종합금융,3,,,
A016510,현대DSF,12,,,
A016550,한별텔레콤,12,,,
A016560,서울저축은행,6,,,
A016570,태평양제약,12,,,
A016580,환인제약,12,G35,제약과생물공학,제약
A016590,신대양제지,12,G15,소재,포장재
A016610,DB금융투자,12,G40,증권,증권
A016640,신화,12,,,
A016680,태흥피혁공업,12,,,
A016690,신세계종합금융,3,,,
A016710,대성홀딩스,12,G55,유틸리티,가스유틸리티
A016740,두올,12,G25,자동차와부품,자동차부품
A016800,퍼시스,12,G20,자본재,가구
A016830,한국씨티은행,12,,,
A016880,웅진,12,G20,자본재,복합기업
A016970,씨크롭,12,,,
A017040,광명전기,12,G20,자본재,전기장비
A017070,호승,12,,,
A017110,고려종합금융,3,,,
A017120,바로크가구,12,,,
A017170,훈영,12,,,
A017180,명문제약,12,G35,제약과생물공학,제약
A017300,에이치비이에너지,12,,,
A017320,태일정밀,12,,,
A017370,우신시스템,12,G25,자동차와부품,자동차부품
A017390,서울가스,12,G55,유틸리티,가스유틸리티
A017550,수산중공업,12,G20,자본재,기계
A017670,SK텔레콤,12,G50,통신서비스,무선통신서비스
A017800,현대엘리베이,12,G20,자본재,기계
A017810,풀무원,12,G30,"식품,음료,담배",식품
A017900,광전자,12,G45,기술하드웨어와장비,전자장비와기기
A017940,E1,12,G55,유틸리티,가스유틸리티
A017960,한국카본,12,G20,자본재,조선
A018020,스타리스,3,,,
A018250,애경산업,12,G30,가정용품과개인용품,가정용품
A018260,삼성에스디에스,12,G45,소프트웨어와서비스,IT서비스
A018360,삼성메디슨,12,,,
A018410,현대금속,12,,,
A018470,조일알미늄,12,G15,소재,비철금속
A018500,동원금속,3,G25,자동차와부품,자동차부품
A018550,한국안전유리,12,,,
A018570,선진금속,12,,,
A018590,KNC,12,,,
A018670,SK가스,12,G55,유틸리티,가스유틸리티
A018690,신정제지,12,,,
A018880,한온시스템,12,G25,자동차와부품,자동차부품
A019170,신풍제약,12,G35,제약과생물공학,제약
A019180,티에이치엔,12,G25,자동차와부품,자동차부품
A019300,태림페이퍼,12,,,
A019380,신강제지,9,,,
A019440,세아특수강,12,G15,소재,철강
A019490,하이트론,12,G45,기술하드웨어와장비,통신장비
A019680,대교,12,G25,교육서비스,교육서비스
A019930,기라정보통신,12,,,
A020000,한섬,12,G25,내구소비재와의류,"섬유,의류,신발,호화품"
A020120,키다리스튜디오,12,G45,소프트웨어와서비스,인터넷소프트웨어와서비스
A020150,일진머티리얼즈,12,G45,기술하드웨어와장비,전자장비와기기
A020560,아시아나항공,12,G20,운송,항공사
A020760,일진디스플,12,G45,디스플레이,디스플레이패널
A021050,서원,12,G15,소재,비철금속
A021170,고려석유화학,12,,,
A021240,코웨이,12,G25,내구소비재와의류,가정용기기와용품
A021600,대동은행,12,,,
A021820,세원정공,6,G25,자동차와부품,자동차부품
A021960,KB캐피탈,12,,,
A022520,코오롱아이넷,12,,,
A023000,삼원강재,12,G25,자동차와부품,자동차부품
A023130,국민은행,12,,,
A023150,MH에탄올,12,G30,"식품,음료,담배",음료
A023350,한국종합기술,12,G20,자본재,건설
A023450,동남합성,12,G15,소재,화학
A023530,롯데쇼핑,12,G25,소매(유통),백화점과일반상점
A023590,다우기술,12,G45,소프트웨어와서비스,IT서비스
A023800,인지컨트롤스,12,G25,자동차와부품,자동차부품
A023810,인팩,12,G25,자동차와부품,자동차부품
A023960,에쓰씨엔지니어링,12,G20,자본재,건설
A024070,WISCOM,12,G15,소재,화학
A024090,디씨엠,12,G15,소재,비철금속
A024100,제일저축은행,6,,,
A024110,기업은행,12,G40,은행,은행
A024720,한국콜마홀딩스,12,G25,내구소비재와의류,화장품
A024870,유성티에스아이,12,,,
A024890,대원화성,12,G25,내구소비재와의류,"섬유,의류,신발,호화품"
A024900,덕양산업,12,G25,자동차와부품,자동차부품
A024960,영남종합금융,3,,,
A025000,KPX케미칼,12,G15,소재,화학
A025530,SJM홀딩스,12,G25,자동차와부품,자동차부품
A025540,한국단자,12,G25,자동차와부품,자동차부품
A025560,미래산업,12,G45,반도체와반도체장비,반도체와반도체장비
A025610,한국저축은행,6,,,
A025620,제이준코스메틱,12,G25,내구소비재와의류,화장품
A025750,한솔홈데코,12,G20,자본재,건축자재
A025820,이구산업,12,G15,소재,비철금속
A025830,한국합섬,12,,,
A025840,레이디,9,,,
A025850,한화화인케미칼,12,,,
A025860,남해화학,12,G15,소재,화학
A025890,한국주강,12,G20,자본재,기계
A025930,팬택,12,,,
A026870,코원에너지서비스,12,,,
A026890,디피씨,12,G45,전자와 전기제품,전기제품
A026940,부국철강,12,G15,소재,철강
A026960,동서,12,G30,"식품,음료,담배",식품
A027390,한화갤러리아타임월드,12,G25,소매(유통),백화점과일반상점
A027410,BGF,12,G25,소매(유통),백화점과일반상점
A027460,한국주택은행,12,,,
A027740,마니커,12,G30,"식품,음료,담배",식품
A027840,고덴시,12,,,
A027970,세하,12,G15,소재,포장재
A028050,삼성엔지니어링,12,G20,자본재,건설
A028100,동아지질,12,G20,자본재,건설
A028260,삼성물산,12,G20,자본재,복합기업
A028440,삼화,12,,,
A028450,금성투자금융,6,,,
A028460,태평양건설,12,,,
A028470,금성부품,12,,,
A028480,반도스포츠,12,,,
A028490,아남정밀,3,,,
A028500,대도상사,12,,,
A028510,기온물산,12,,,
A028520,영원통신,12,,,
A028530,영태전자공업,10,,,
A028540,승리기계제작소,12,,,
A028550,서진식품,12,,,
A028560,케니상사,12,,,
A028570,우생,12,,,
A028580,경일화학공업,12,,,
A028590,양우화학공업,12,,,
A028600,백산전자,12,,,
A028610,중원전자,12,,,
A028620,인성기연,12,,,
A028630,삼나스포츠,3,,,
A028640,풍진,6,,,
A028670,팬오션,12,G20,운송,해운사
A029260,금성전기,12,,,
A029270,럭키소재,12,,,
A029460,케이씨,12,G45,반도체와반도체장비,반도체와반도체장비
A029530,신도리코,12,G45,기술하드웨어와장비,사무용전자제품
A029780,삼성카드,12,G40,다각화된금융,카드
A029890,현대반도체,12,,,
A030000,제일기획,12,G25,미디어,광고
A030200,KT,12,G50,통신서비스,다각화된통신서비스
A030210,KTB투자증권,12,G40,증권,증권
A030610,교보증권,12,G40,증권,증권
A030710,동아상호신용금고,6,,,
A030720,동원수산,12,G30,"식품,음료,담배",식품
A030790,동양네트웍스,12,G45,소프트웨어와서비스,IT서비스
A031430,신세계인터내셔날,12,G25,내구소비재와의류,"섬유,의류,신발,호화품"
A031440,신세계푸드,12,G25,"호텔,레스토랑,레저등","호텔,레스토랑,레저"
A031820,콤텍시스템,12,G45,소프트웨어와서비스,IT서비스
A032350,롯데관광개발,12,G25,"호텔,레스토랑,레저등","호텔,레스토랑,레저"
A032390,KTF,12,,,
A032560,황금에스티,12,G15,소재,비철금속
A032640,LG유플러스,12,G50,통신서비스,무선통신서비스
A032710,LG카드,12,,,
A032830,삼성생명,12,G40,보험,생명보험
A033180,필룩스,12,G45,전자와 전기제품,전기제품
A033240,자화전자,12,G45,기술하드웨어와장비,전자장비와기기
A033250,체시스,6,G25,자동차와부품,자동차부품
A033270,유나이티드제약,12,G35,제약과생물공학,제약
A033530,세종공업,12,G25,자동차와부품,자동차부품
A033660,아주캐피탈,12,G40,다각화된금융,기타금융
A033780,KT&G,12,G30,"식품,음료,담배",담배
A033920,무학,12,G30,"식품,음료,담배",음료
A034020,두산중공업,12,G20,자본재,기계
A034120,SBS,12,G25,미디어,방송과엔터테인먼트
A034220,LG디스플레이,12,G45,디스플레이,디스플레이패널
A034300,신세계건설,12,G20,자본재,건설
A034310,NICE,12,G40,기타금융서비스,신용평가서비스
A034590,인천도시가스,12,G55,유틸리티,가스유틸리티
A034730,SK,12,G20,자본재,복합기업
A034830,한국토지신탁,12,G40,부동산,부동산
A035000,지투알,12,G25,미디어,광고
A035150,백산,12,G25,내구소비재와의류,"섬유,의류,신발,호화품"
A035250,강원랜드,12,G25,"호텔,레스토랑,레저등","호텔,레스토랑,레저"
A035420,NAVER,12,G45,소프트웨어와서비스,인터넷소프트웨어와서비스
A035510,신세계 I&C,12,G45,소프트웨어와서비스,IT서비스
A035720,카카오,12,G45,소프트웨어와서비스,인터넷소프트웨어와서비스
A036460,한국가스공사,12,G55,유틸리티,가스유틸리티
A036530,S&T홀딩스,12,G25,자동차와부품,자동차부품
A036570,엔씨소프트,12,G45,소프트웨어와서비스,게임소프트웨어와서비스
A036580,팜스코,12,G30,"식품,음료,담배",식품
A037270,YG PLUS,12,G25,미디어,방송과엔터테인먼트
A037560,CJ헬로,12,G25,미디어,방송과엔터테인먼트
A037620,미래에셋증권,12,,,
A037710,광주신세계,12,G25,소매(유통),백화점과일반상점
A038400,외환신용카드,12,,,
A039130,하나투어,12,G25,"호텔,레스토랑,레저등","호텔,레스토랑,레저"
A039490,키움증권,12,G40,증권,증권
A039570,HDC아이콘트롤스,12,G20,자본재,건설
A041650,상신브레이크,12,G25,자동차와부품,자동차부품
A042100,현대오토넷,12,,,
A042660,대우조선해양,12,G20,자본재,조선
A042670,두산인프라코어,12,G20,자본재,기계
A042700,한미반도체,12,G45,반도체와반도체장비,반도체와반도체장비
A044380,주연테크,12,G45,기술하드웨어와장비,컴퓨터와주변기기
A044450,KSS해운,12,G20,운송,해운사
A044820,코스맥스비티아이,12,G35,제약과생물공학,제약
A045710,온미디어,12,,,
A045820,LG파워콤,12,,,
A047040,대우건설,12,G20,자본재,건설
A047050,포스코대우,12,G20,자본재,무역회사와판매업체
A047400,유니온머티리얼,12,G15,소재,비철금속
A047810,한국항공우주,12,G20,자본재,우주항공과국방
A049770,동원F&B,12,G30,"식품,음료,담배",식품
A049800,우진플라임,12,G20,자본재,기계
A051310,포스코플랜텍,12,,,
A051600,한전KPS,12,G55,유틸리티,전기유틸리티
A051630,진양화학,12,G15,소재,화학
A051900,LG생활건강,12,G25,내구소비재와의류,화장품
A051910,LG화학,12,G15,소재,화학
A052690,한전기술,12,G55,유틸리티,전기유틸리티
A053000,우리금융지주,12,,,
A053210,스카이라이프,12,G25,미디어,방송과엔터테인먼트
A053690,한미글로벌,12,G20,자본재,건설
A055490,테이팩스,12,G15,소재,화학
A055550,신한지주,12,G40,은행,은행
A057050,현대홈쇼핑,12,G25,소매(유통),인터넷과카탈로그소매
A058430,포스코강판,12,G15,소재,비철금속
A058650,세아홀딩스,12,G15,소재,철강
A058730,다스코,12,G20,자본재,건축제품
A058850,KTcs,12,G20,상업서비스와공급품,상업서비스와공급품
A058860,케이티스,12,G20,상업서비스와공급품,상업서비스와공급품
A060000,국민은행,12,,,
A060980,한라홀딩스,12,G25,자동차와부품,자동차부품
A063160,종근당바이오,12,G35,제약과생물공학,제약
A063350,팬택앤큐리텔,12,,,
A063510,코오롱인터,12,,,
A064350,현대로템,12,G20,자본재,기계
A064420,케이피케미칼,12,,,
A064960,S&T모티브,12,G25,자동차와부품,자동차부품
A066570,LG전자,12,G45,전자와 전기제품,전자제품
A067250,STX조선해양,12,,,
A067830,세이브존I&C,12,G25,소매(유통),백화점과일반상점
A068270,셀트리온,12,G35,제약과생물공학,제약
A068290,삼성출판사,12,G25,내구소비재와의류,문구류
A068400,AJ렌터카,12,G20,운송,도로와철도운송
A068870,LG생명과학,12,,,
A069260,휴켐스,12,G15,소재,화학
A069460,대호에이엘,12,G15,소재,비철금속
A069470,제로원인터랙티브,12,,,
A069620,대웅제약,12,G35,제약과생물공학,제약
A069640,한세엠케이,12,G25,내구소비재와의류,"섬유,의류,신발,호화품"
A069730,DSR제강,12,G15,소재,철강
A069960,현대백화점,12,G25,소매(유통),백화점과일반상점
A070960,용평리조트,12,G25,"호텔,레스토랑,레저등","호텔,레스토랑,레저"
A071050,한국금융지주,12,G40,증권,증권
A071090,하이스틸,12,G15,소재,철강
A071320,지역난방공사,12,G55,유틸리티,복합유틸리티
A071840,롯데하이마트,12,G25,소매(유통),전문소매
A071950,코아스,12,G20,자본재,가구
A071970,STX중공업,12,G20,자본재,기계
A072130,유엔젤,12,G45,소프트웨어와서비스,인터넷소프트웨어와서비스
A072710,농심홀딩스,12,G30,"식품,음료,담배",식품
A073240,금호타이어,12,G25,자동차와부품,자동차부품
A074610,나노메딕스,12,G20,자본재,기계
A075180,새론오토모티브,12,G25,자동차와부품,자동차부품
A075580,세진중공업,12,G20,자본재,조선
A076170,GBS,12,,,
A077500,유니퀘스트,12,G45,반도체와반도체장비,반도체와반도체장비
A077970,STX엔진,12,G20,자본재,조선
A078000,텔코웨어,12,G45,소프트웨어와서비스,소프트웨어
A078520,에이블씨엔씨,12,G25,내구소비재와의류,화장품
A078930,GS,12,G10,에너지,석유와가스
A079160,CJ CGV,12,G25,미디어,방송과엔터테인먼트
A079430,현대리바트,12,G20,자본재,가구
A079440,오렌지라이프,12,G40,보험,생명보험
A079550,LIG넥스원,12,G20,자본재,우주항공과국방
A079660,사조해표,12,G30,"식품,음료,담배",식품
A079980,휴비스,12,G15,소재,화학
A081000,일진다이아,12,G15,소재,비철금속
A081660,휠라코리아,12,G25,내구소비재와의류,"섬유,의류,신발,호화품"
A082640,동양생명,12,G40,보험,생명보험
A082740,HSD엔진,12,G20,자본재,조선
A083420,그린케미칼,12,G15,소재,화학
A084010,대한제강,12,G15,소재,철강
A084670,동양고속,12,G20,운송,도로와철도운송
A084680,이월드,12,G25,"호텔,레스토랑,레저등","호텔,레스토랑,레저"
A084690,대상홀딩스,12,G30,"식품,음료,담배",식품
A084870,TBH글로벌,12,G25,내구소비재와의류,"섬유,의류,신발,호화품"
A085310,엔케이,12,G20,자본재,기계
A085620,미래에셋생명,12,G40,보험,생명보험
A086280,현대글로비스,12,G20,운송,항공화물운송과물류
A086790,하나금융지주,12,G40,은행,은행
A088350,한화생명,12,G40,보험,생명보험
A088790,진도,12,G25,내구소비재와의류,"섬유,의류,신발,호화품"
A089470,HDC현대EP,12,G25,자동차와부품,자동차부품
A089590,제주항공,12,G20,운송,항공사
A090080,평화산업,12,G25,자동차와부품,자동차부품
A090350,노루페인트,12,G20,자본재,건축자재
A090370,메타랩스,12,G25,내구소비재와의류,"섬유,의류,신발,호화품"
A090430,아모레퍼시픽,12,G25,내구소비재와의류,화장품
A091090,세원셀론텍,12,G10,에너지,석유와가스
A091810,티웨이항공,12,G20,운송,항공사
A092200,디아이씨,12,G25,자동차와부품,자동차부품
A092220,KEC,12,G45,반도체와반도체장비,반도체와반도체장비
A092230,KPX홀딩스,12,G15,소재,화학
A092440,기신정기,3,G20,자본재,기계
A092780,동양피스톤,12,G25,자동차와부품,자동차부품
A093050,LF,12,G25,내구소비재와의류,"섬유,의류,신발,호화품"
A093230,이아이디,12,G10,에너지,석유와가스
A093240,형지엘리트,6,G25,내구소비재와의류,"섬유,의류,신발,호화품"
A093370,후성,12,G15,소재,화학
A094280,효성ITX,12,G20,상업서비스와공급품,상업서비스와공급품
A095570,AJ네트웍스,12,G20,운송,도로와철도운송
A095720,웅진씽크빅,12,G25,교육서비스,교육서비스
A096760,JW홀딩스,12,G35,제약과생물공학,제약
A096770,SK이노베이션,12,G10,에너지,석유와가스
A097230,한진중공업,12,G20,자본재,조선
A097950,CJ제일제당,12,G30,"식품,음료,담배",식품
A100220,비상교육,12,G25,교육서비스,교육서비스
A100250,진양홀딩스,12,G15,소재,화학
A100840,S&TC,12,G20,자본재,기계
A101060,SBS미디어홀딩스,12,G25,미디어,방송과엔터테인먼트
A101140,아티스,12,G25,내구소비재와의류,"섬유,의류,신발,호화품"
A101530,해태제과식품,12,G30,"식품,음료,담배",식품
A101990,파브코,12,,,
A102260,동성코퍼레이션,12,G15,소재,화학
A102280,쌍방울,12,G25,내구소비재와의류,"섬유,의류,신발,호화품"
A102460,이연제약,12,G35,제약과생물공학,제약
A103130,웅진에너지,12,G10,에너지,에너지장비및서비스
A103140,풍산,12,G15,소재,비철금속
A103150,하이트맥주,12,,,
A103160,풀무원,12,,,
A103590,일진전기,12,G20,자본재,전기장비
A104110,신성이엔지,12,,,
A104120,신성에프에이,12,,,
A104700,한국철강,12,G15,소재,철강
A105560,KB금융,12,G40,은행,은행
A105630,한세실업,12,G25,내구소비재와의류,"섬유,의류,신발,호화품"
A105840,우진,12,G20,자본재,기계
A107590,미원홀딩스,12,G15,소재,화학
A108070,삼성이미징,12,,,
A108670,LG하우시스,12,G20,자본재,건축자재
A109070,컨버즈,12,G15,소재,종이와목재
A110570,넥솔론,12,,,
A111110,호전실업,12,G25,내구소비재와의류,"섬유,의류,신발,호화품"
A111770,영원무역,12,G25,내구소비재와의류,"섬유,의류,신발,호화품"
A112610,씨에스윈드,12,G20,자본재,기계
A114090,GKL,12,G25,"호텔,레스토랑,레저등","호텔,레스토랑,레저"
A114410,현대푸드시스템,12,,,
A115390,락앤락,12,G15,소재,포장재
A117580,대성에너지,12,G55,유틸리티,가스유틸리티
A117930,한진해운,12,,,
A118000,우리들휴브레인,12,G35,건강관리장비와서비스,건강관리장비와용품
A119650,KC코트렐,12,G20,자본재,기계
A120030,조선선재,12,G15,소재,철강
A120110,코오롱인더,12,G15,소재,화학
A122900,아이마켓코리아,12,G20,상업서비스와공급품,상업서비스와공급품
A123690,한국화장품,12,G25,내구소비재와의류,화장품
A123700,SJM,12,G25,자동차와부품,자동차부품
A123890,한국자산신탁,12,G40,부동산,부동산
A126560,현대에이치씨엔,12,G25,미디어,방송과엔터테인먼트
A128820,대성산업,12,G10,에너지,석유와가스
A128940,한미약품,12,G35,제약과생물공학,제약
A129260,인터지스,12,G20,운송,항공화물운송과물류
A130660,한전산업,12,G55,유틸리티,전기유틸리티
A133820,화인베스틸,12,G20,자본재,조선
A134380,미원화학,12,G15,소재,화학
A134790,시디즈,12,G20,자본재,가구
A136490,선진,12,G30,"식품,음료,담배",식품
A138040,메리츠금융지주,12,G40,보험,손해보험
A138250,엔에스쇼핑,12,G25,소매(유통),인터넷과카탈로그소매
A138490,코오롱플라스틱,12,G15,소재,화학
A138930,BNK금융지주,12,G40,은행,은행
A139130,DGB금융지주,12,G40,은행,은행
A139480,이마트,12,G25,소매(유통),백화점과일반상점
A143210,핸즈코퍼레이션,12,G25,자동차와부품,자동차부품
A144620,코오롱머티리얼,12,G25,내구소비재와의류,"섬유,의류,신발,호화품"
A145210,세화아이엠씨,12,G25,자동차와부품,자동차부품
A145720,덴티움,12,G35,건강관리장비와서비스,건강관리장비와용품
A145990,삼양사,12,G30,"식품,음료,담배",식품
A152330,코리아오토글라스,12,G25,자동차와부품,자동차부품
A155660,DSR,12,G15,소재,비철금속
A161000,애경유화,12,G15,소재,화학
A161390,한국타이어,12,G25,자동차와부품,자동차부품
A161890,한국콜마,12,G25,내구소비재와의류,화장품
A163560,동일고무벨트,12,G20,자본재,기계
A170900,동아에스티,12,G35,제약과생물공학,제약
A175330,JB금융지주,12,G40,은행,은행
A180640,한진칼,12,G20,운송,항공사
A181710,NHN엔터테인먼트,12,G45,소프트웨어와서비스,게임소프트웨어와서비스
A183190,아세아시멘트,12,G20,자본재,건축자재
A185750,종근당,12,G35,제약과생물공학,제약
A192400,쿠쿠홀딩스,12,G25,내구소비재와의류,가정용기기와용품
A192520,경남은행,12,,,
A192530,광주은행,12,,,
A192820,코스맥스,12,G25,내구소비재와의류,화장품
A194370,제이에스코퍼레이션,12,G25,내구소비재와의류,"섬유,의류,신발,호화품"
A195870,해성디에스,12,G45,반도체와반도체장비,반도체와반도체장비
A200880,서연이화,12,G25,자동차와부품,자동차부품
A204320,만도,12,G25,자동차와부품,자동차부품
A207940,삼성바이오로직스,12,G35,제약과생물공학,제약
A210540,디와이파워,12,G20,자본재,기계
A210980,SK디앤디,12,G40,부동산,부동산
A213500,한솔제지,12,G15,소재,종이와목재
A214320,이노션,12,G25,미디어,광고
A214330,금호에이치티,12,G25,자동차와부품,자동차부품
A214390,경보제약,12,G35,제약과생물공학,제약
A214420,토니모리,12,G25,내구소비재와의류,화장품
A226320,잇츠한불,12,G25,내구소비재와의류,화장품
A227840,현대코퍼레이션홀딩스,12,G30,식품과기본식료품소매,식품과기본식료품소매
A229640,LS전선아시아,12,G20,자본재,전기장비
A234080,JW생명과학,12,G35,제약과생물공학,제약
A241560,두산밥캣,12,G20,자본재,기계
A241590,화승엔터프라이즈,12,G25,내구소비재와의류,"섬유,의류,신발,호화품"
A248170,샘표식품,12,G30,"식품,음료,담배",식품
A249420,일동제약,12,G35,제약과생물공학,제약
A251270,넷마블,12,G45,소프트웨어와서비스,게임소프트웨어와서비스
A264900,크라운제과,12,G30,"식품,음료,담배",식품
A267250,현대중공업지주,12,G20,자본재,복합기업
A267260,현대일렉트릭,12,G20,자본재,전기장비
A267270,현대건설기계,12,G20,자본재,기계
A267290,경동도시가스,12,G55,유틸리티,가스유틸리티
A267850,아시아나IDT,12,G45,소프트웨어와서비스,IT서비스
A268280,미원에스씨,12,G15,소재,화학
A271560,오리온,12,G30,"식품,음료,담배",식품
A271980,제일약품,12,G35,제약과생물공학,제약
A272450,진에어,12,G20,운송,항공사
A272550,삼양패키징,12,G15,소재,포장재
A280360,롯데제과,12,G30,"식품,음료,담배",식품
A281820,케이씨텍,12,G45,반도체와반도체장비,반도체와반도체장비
A282330,BGF리테일,12,G25,소매(유통),백화점과일반상점
A282690,동아타이어,12,G25,자동차와부품,자동차부품
A284740,쿠쿠홈시스,12,G25,내구소비재와의류,가정용기기와용품
A285130,SK케미칼,12,G15,소재,화학
A286940,롯데정보통신,12,G45,소프트웨어와서비스,IT서비스
A293480,하나제약,12,G35,제약과생물공학,제약
A294870,HDC현대산업개발,12,G20,자본재,건설
A298000,효성화학,12,G15,소재,화학
A298020,효성티앤씨,12,G25,내구소비재와의류,"섬유,의류,신발,호화품"
A298040,효성중공업,12,G20,자본재,전기장비
A298050,효성첨단소재,12,G15,소재,화학
A298690,에어부산,12,G20,운송,항공사
A300720,한일시멘트,12,G20,자본재,건축자재
A306200,세아제강,12,G15,소재,철강
A900030,연합과기,12,,,
A900050,중국원양자원,12,,,
A900140,엘브이엠씨홀딩스,12,G25,자동차와부품,자동차
A950010,평산차업,12,,,
A950070,중국고섬,12,,,
A950100,SBI모기지,3,,,
